image,n_objects,n_fg_px,snr_mean,snr_median,snr_pooled,cnr_mean,cnr_median,cnr_pooled,weber_contrast_mean,weber_contrast_median,weber_contrast_pooled,mu_F_pooled,mu_B_pooled,sigma_B_mad_pooled,n_bg_px_pooled
A44 - Site 13.tif,1,36853,3.597144153623803,3.597144153623803,3.597144153623803,1.0500594815791455,1.0500594815791455,1.0500594815791455,0.4122593540011105,0.4122593540011105,0.4122593540011105,154.6606517786883,109.51292433389972,42.9954,27661
A44 - Site 16.tif,3,247950,3.14187547366344,2.8306056641348785,2.8305982761758677,0.102093707829285,0.8937374702885977,0.8935784678659983,0.09875253431454999,0.2490985143257225,0.4613161228048105,130.09599516031457,89.02659262117679,45.9606,59603
A44 - Site 5.tif,1,32743,3.963164850845546,3.963164850845546,3.963164850845546,1.4438859518602887,1.4438859518602887,1.4438859518602887,0.5731346189233018,0.5731346189233018,0.5731346189233018,176.27364627553982,112.05248689425905,44.477999999999994,31284
A44 - Site 8.tif,1,79953,2.5644544034026837,2.5644544034026837,2.5644544034026837,0.5280478755456081,0.5280478755456081,0.5280478755456081,0.2593037629145167,0.2593037629145167,0.2593037629145167,136.87416357109802,108.69034747559648,53.373599999999996,52349
A44_10.00kV_0.10nA_16.9nm_250.00ns_054.tif,2,105748,2.196451814083627,2.196451814083627,2.2331891026855337,0.7281678076464502,0.7281678076464502,0.8095393731968179,0.4776289322692275,0.4776289322692275,0.5686366220227814,165.54630820441048,105.53515446123498,74.13,56778
A44_10.00kV_0.10nA_28.1nm_250.00ns_049.tif,1,46546,2.76010355077342,2.76010355077342,2.76010355077342,0.845981448437078,0.845981448437078,0.845981448437078,0.441968381922806,0.441968381922806,0.441968381922806,188.23795814892793,130.5423617496388,68.19959999999999,38065
A44_10.00kV_0.10nA_28.1nm_500.00ns_048.tif,1,40275,3.4842885708083275,3.4842885708083275,3.4842885708083275,1.2241616534729827,1.2241616534729827,1.2241616534729827,0.541634031252801,0.541634031252801,0.541634031252801,201.46644320297952,130.6837025606152,57.8214,38233
A44_10.00kV_0.10nA_33.7nm_250.00ns_050.tif,1,17653,2.699801014976109,2.699801014976109,2.699801014976109,0.8740566341243056,0.8740566341243056,0.8740566341243056,0.4787398735683038,0.4787398735683038,0.4787398735683038,192.1307992975698,129.92873373269987,71.1648,19364
A44_10.00kV_0.10nA_33.7nm_250.00ns_053.tif,1,9519,2.677114403965561,2.677114403965561,2.677114403965561,0.7367704530468284,0.7367704530468284,0.7367704530468284,0.3797112633785795,0.3797112633785795,0.3797112633785795,186.54722134678013,135.20743527611273,69.6822,15682
A44_10.00kV_0.20nA_30.7nm_500.00ns_047.tif,2,63721,2.940213001820325,2.940213001820325,2.4949039054389557,1.1125907353531497,1.1125907353531497,0.852927492466709,0.5968402639870733,0.5968402639870733,0.5194517324672838,166.45250388411984,109.54774036068915,66.717,42197
A44_15.00kV_0.10nA_16.9nm_500.00ns_067.tif,1,47080,2.573159792481742,2.573159792481742,2.573159792481742,0.7442972865940444,0.7442972865940444,0.7442972865940444,0.40697279546269405,0.40697279546269405,0.40697279546269405,186.93336873406966,132.86210602851452,72.64739999999999,31633
A44_15.00kV_0.10nA_22.5nm_500.00ns_068.tif,1,73455,3.218021281748536,3.218021281748536,3.218021281748536,0.9987848846676081,0.9987848846676081,0.9987848846676081,0.4500579054641956,0.4500579054641956,0.4500579054641956,214.69672588659725,148.0607947262406,66.717,27305
A44_15.00kV_0.10nA_33.7nm_250.00ns_052.tif,1,16811,2.6537853840629353,2.6537853840629353,2.6537853840629353,0.9218456173443508,0.9218456173443508,0.9218456173443508,0.5322619383184953,0.5322619383184953,0.5322619383184953,236.07013265124027,154.06643390553776,88.95599999999999,10311
A44_15.00kV_0.10nA_37.5nm_750.00ns_062.tif,2,36137,3.4313016696602756,3.4313016696602756,3.5313489602520898,1.1275590337528762,1.1275590337528762,1.0997333492356103,0.4995862046315465,0.4995862046315465,0.4522644714776474,193.71638486869415,133.38919230535834,54.856199999999994,32958
A44_15.00kV_0.20nA_45.0nm_250.00ns_060.tif,5,60528,3.186176695271741,2.9760459507852577,3.1215092965113604,1.2427446933601425,1.107629881444968,1.1613644536219843,0.638326857805322,0.6771373019129915,0.5924890998399851,180.49003766851706,113.33831903824522,57.8214,56896
A44_15.00kV_0.20nA_45.0nm_750.00ns_061.tif,2,24126,4.58620415201621,4.58620415201621,4.704295519067379,1.8460106040868605,1.8460106040868605,1.8995335085033942,0.6734800724966012,0.6734800724966012,0.6772530079818577,181.33930199784464,108.11684410646387,38.547599999999996,26300
A44_15.00kV_0.40nA_45.0nm_250.00ns_059.tif,5,90547,3.8908158016496572,3.9181650071552676,4.4511849907791685,1.6941485752078258,1.747350411322804,2.137779862834342,0.7790426875396971,0.8922386857147517,0.9240836534804833,184.7811523297293,96.03592441848204,41.5128,94838
A44_15.00kV_50pA_16.9nm_50.00ns_065.tif,1,33146,1.1749795793113589,1.1749795793113589,1.1749795793113589,0.3233299105224049,0.3233299105224049,0.3233299105224049,0.3796513077452544,0.3796513077452544,0.3796513077452544,172.46044771616485,125.00292410422031,146.7774,22913
A44_15.00kV_50pA_16.9nm_500.00ns_066.tif,1,40957,2.542152658444917,2.542152658444917,2.542152658444917,0.6371637479505485,0.6371637479505485,0.6371637479505485,0.3344711060505923,0.3344711060505923,0.3344711060505923,195.98776765876406,146.8655010713953,77.09519999999999,32201
A44_15.00kV_50pA_37.5nm_50.00ns_064.tif,2,22859,1.5282710085334017,1.5282710085334017,1.4417251206369084,0.4759239486444786,0.4759239486444786,0.5046041983474708,0.4675917729639807,0.4675917729639807,0.5384622051502626,198.78765475305133,129.21191959229898,137.8818,28256
A44_15.00kV_50pA_37.5nm_750.00ns_063.tif,2,15764,3.000452578545009,3.000452578545009,2.9867680802375514,0.9813482173857949,0.9813482173857949,0.9721729044406933,0.48660637691377023,0.48660637691377023,0.4825648924647242,199.26820603907638,134.40774636378492,66.717,18357
A44_20.00kV_0.10nA_33.7nm_250.00ns_055.tif,2,75806,2.1561125742236866,2.1561125742236866,2.51417036004671,0.703077078421872,0.703077078421872,1.0980563787401103,0.5248041321044861,0.5248041321044861,0.7754011281153234,205.01299369443052,115.47418239184516,81.54299999999999,32962
A44_20.00kV_0.40nA_16.9nm_250.00ns_057.tif,1,261765,3.188513764976252,3.188513764976252,3.188513764976252,1.1452583183805085,1.1452583183805085,1.1452583183805085,0.5605066758562196,0.5605066758562196,0.5605066758562196,212.72807288980573,136.31987365096077,66.717,37990
A44_20.00kV_0.40nA_33.7nm_250.00ns_056.tif,2,75107,2.564468001914979,2.564468001914979,2.8300583323229396,0.8484876333475531,0.8484876333475531,1.211065698868932,0.5472367724043038,0.5472367724043038,0.7480365714698126,201.40053523639608,115.21528697741766,71.1648,32459
A44_20.00kV_0.40nA_45.0nm_250.00ns_058.tif,5,120963,3.2626485821655153,3.0073764608389353,3.449830533292163,1.191908326578004,0.8748353176700217,1.452768998575668,0.5803212559988373,0.5003525585907738,0.7274532973330297,148.32684374560816,85.8644595297202,42.9954,136557
A50 - Site 4.tif,1,34194,3.0493507790397447,3.0493507790397447,3.0493507790397447,0.7492668732484724,0.7492668732484724,0.7492668732484724,0.3257563218791372,0.3257563218791372,0.3257563218791372,117.54515412060596,88.66271438988048,38.547599999999996,31543
A51 - Site 11.tif,1,460283,6.883976318446196,6.883976318446196,6.883976318446196,2.2350846534983853,2.2350846534983853,2.2350846534983853,0.4807779604739757,0.4807779604739757,0.4807779604739757,91.85564967639473,62.032021088553535,13.343399999999999,97873
A51 - Site 19.tif,2,618865,9.91587412786181,9.91587412786181,8.770094581009369,3.1380292192993617,3.1380292192993617,4.212080191975622,0.5767236095610523,0.5767236095610523,0.9241041892027114,130.02542234574585,67.57712137739448,14.825999999999999,127429
A51 - Site 5.tif,2,101793,5.459799123720451,5.459799123720451,5.290883955757615,0.8438358753319508,0.8438358753319508,0.6711121832917896,0.18295431120337247,0.18295431120337247,0.14526955361362148,70.59838102816501,61.64346271491822,13.343399999999999,71597
A51 - Site 9.tif,1,181277,7.428363286415565,7.428363286415565,7.428363286415565,1.2363817939720436,1.2363817939720436,1.2363817939720436,0.1996746591197798,0.1996746591197798,0.1996746591197798,77.09303993336165,64.26162238679717,10.3782,57927
A51_10.00kV_0.10nA_14.4nm_50.00ns_086.tif,9,324363,1.6485622866756424,1.6965506935522623,1.3006850438050428,0.45926568898996617,0.563735988456971,0.178807736143335,0.3835042863779045,0.40187240198122737,0.15938261243533833,127.27411264540036,109.77748956960913,97.85159999999999,145728
A51_10.00kV_0.10nA_14.4nm_700.00ns_087.tif,8,347432,3.0693089161134384,2.9321927778817454,2.2226718178031595,0.7929218814321731,0.6423814505188399,0.48649129609004954,0.3379502456969898,0.2997526492337025,0.28020778367501575,151.58532892767505,118.4068171259872,68.19959999999999,133458
A51_10.00kV_0.10nA_42.2nm_50.00ns_085.tif,16,257601,2.965316943420869,1.8274107272052154,1.521407625591202,0.5588204400035002,0.5297260383328526,0.13995856745971233,0.28622718523027,0.28885055652236413,0.10131286899595598,178.19547672563382,161.80277352708845,117.1254,262049
A51_10.00kV_0.20nA_14.4nm_700.00ns_088.tif,11,466925,3.353635829539485,3.3817039713261554,1.852789496991491,0.9011513290144879,0.7926793865258024,0.10831823688056676,0.3634143673472438,0.32286851419129087,0.06209230232027673,131.85339401402794,124.1449483489866,71.1648,208902
A51_10.00kV_0.40nA_14.4nm_700.00ns_089.tif,7,738135,3.647114551021217,4.150174267571379,2.172517804713585,0.968869783553658,0.5071766456079022,0.26981910902764455,0.3422121310546332,0.2730478881269142,0.14180863718459222,157.82776998787486,138.22611324400177,72.64739999999999,240154
A51_10.00kV_0.40nA_42.2nm_400.00ns_082.tif,11,571576,2.945770948861893,2.9624631765030496,1.7366808478862636,0.8708075385102494,0.6864890864659008,0.4395808682810023,0.41910222351065674,0.34876345436521133,0.33889513156470424,146.76377244670874,109.61558450944834,84.5082,304392
A51_10.00kV_0.40nA_42.2nm_50.00ns_083.tif,10,285453,2.6644801112016303,2.631097726180785,2.1750852872188107,0.6280470677413945,0.5765226586419385,0.37838866740032595,0.30731093774669627,0.28685047132909564,0.21060242625226083,167.68863525694246,138.51668526219697,77.09519999999999,187321
A51_10.00kV_50pA_42.2nm_50.00ns_084.tif,7,386766,2.023070954200036,1.5046836490348772,1.15303369622931,0.43787834743578047,0.38317750458823535,0.13885395447244994,0.29179641206855106,0.31636298690544756,0.13691256958297499,165.8203125403991,145.8514198676277,143.8122,237663
A51_15.00kV_0.10nA_22.5nm_500.00ns_069.tif,21,137853,2.7651772342867704,2.78736909084446,2.6040779496068223,0.9415651534606017,0.8874575096484397,0.898112380713227,0.5221451506018638,0.5159326389089206,0.5264539900590965,208.48352230274278,136.58028584890843,80.0604,159175
A51_15.00kV_0.10nA_25.0nm_1.00µs_073.tif,21,190884,4.352466099153782,4.024362829968366,2.9293707910012436,1.0233924422346703,0.973507045791151,0.7659678481665987,0.3967103764118766,0.3349250459211769,0.3540569502594598,234.52659730516964,173.20290498615282,80.0604,171154
A51_15.00kV_0.10nA_25.0nm_500.00ns_072.tif,15,129540,3.1814682913529575,2.9727455867072097,2.600064249716789,0.8864342857983036,0.8161970025360001,0.7229672432507561,0.4050279787183404,0.36089211741518323,0.38515177463767464,231.2913154238073,166.97904132596338,88.95599999999999,126821
A51_15.00kV_0.20nA_22.5nm_500.00ns_070.tif,24,160988,3.4034718144802807,2.981145430386783,2.6206796830379795,1.139564830218479,0.9877655795248326,0.9347018878917166,0.5429180287714478,0.5374461420532589,0.5543975077938998,217.58350311824483,139.97931804555532,83.0256,181801
A51_15.00kV_0.20nA_25.0nm_500.00ns_071.tif,15,70230,3.582445056394057,3.4433227679431417,2.921988089115123,1.0738801086471865,0.9585757722011373,0.878281782129718,0.44016507286195633,0.41464069804643616,0.42974950905116405,216.60697707532393,151.49994855726513,74.13,106915
A51_15.00kV_50pA_25.0nm_1.00µs_074.tif,21,140847,3.671723119007775,3.356288576094503,3.0851658736164307,0.8896572922344397,0.8333792641095222,0.7663669442989384,0.3596018178297363,0.37128861708024147,0.3305016810914548,219.5552123935902,165.01686206828145,71.1648,151227
A51_15.00kV_50pA_28.1nm_1.00µs_075.tif,14,327669,3.701603730993296,3.7137039234172233,3.112069565932652,1.3232632849777688,1.2703966405348162,1.0134265789714245,0.5987275334795639,0.5905179601724548,0.48289613106993,212.24189959990113,143.1266122745473,68.19959999999999,225768
A51_15.00kV_50pA_28.1nm_400.00ns_076.tif,11,428493,2.0162101732922855,2.002749363964494,1.9408854859465927,0.5085927677441056,0.4990083821437144,0.39783834113663946,0.35057664290572127,0.37415440363191943,0.25782643287913476,192.79630705752487,153.27735370741132,99.3342,285199
A51_20.00kV_0.10nA_28.1nm_400.00ns_078.tif,17,272767,2.510006579232041,2.398891655996428,2.2273193430667373,0.5915908117682974,0.611670670296955,0.609736012498995,0.3367538763800705,0.3316384360049671,0.3769425666900655,211.34231413624082,153.48665895375882,94.8864,248069
A51_20.00kV_0.20nA_28.1nm_400.00ns_079.tif,28,519873,2.919575641450575,2.864232603949262,2.3653990014036332,0.8896301995246099,0.8480571308680904,0.6467998464518593,0.4343500415354182,0.4424630155044844,0.3763529410260104,217.43031471147762,157.97569665933898,91.9212,393485
A51_20.00kV_0.40nA_28.1nm_400.00ns_080.tif,30,430941,3.5413607197331034,3.2210902554726015,2.602942408419951,1.076850122845803,0.927475326042551,0.7111683152897782,0.43183841793463884,0.40976696573470306,0.3759266594390037,212.25173283581742,154.26093489503137,81.54299999999999,376684
A51_20.00kV_0.40nA_42.2nm_400.00ns_081.tif,8,221042,3.4373660308685876,2.8832591780196517,2.3917787062196414,1.1826066294847353,0.8121933140080216,0.6961775517780946,0.48135891873927433,0.44371575060076773,0.41057860211352887,216.3091177242334,153.34779458303325,90.4386,229095
A52 - Site 2.tif,1,171855,5.019243734527199,5.019243734527199,5.019243734527199,2.001641439090261,2.001641439090261,2.001641439090261,0.6633218174392829,0.6633218174392829,0.6633218174392829,193.4797998312531,116.32132627376096,38.547599999999996,57605
A52 - Site 3.tif,1,52678,3.240023835913498,3.240023835913498,3.240023835913498,0.7731041634640264,0.7731041634640264,0.7731041634640264,0.3133884625826167,0.3133884625826167,0.3133884625826167,37036.213504688865,28198.97887016502,11430.846,80171
A52 - Site 4.tif,1,45101,2.812067593639956,2.812067593639956,2.812067593639956,0.30266034938334574,0.30266034938334574,0.30266034938334574,0.12061029553849455,0.12061029553849455,0.12061029553849455,125.07514245803863,111.61341543513957,44.477999999999994,60900
A52 - Site 6.tif,1,77488,3.5457678390175564,3.5457678390175564,3.5457678390175564,0.7327165936622916,0.7327165936622916,0.7327165936622916,0.26047040373040975,0.26047040373040975,0.26047040373040975,131.4238849886434,104.2657444372234,37.065,32313
A52 - Site 9.tif,1,18012,3.218299953428902,3.218299953428902,3.218299953428902,0.6752975060944154,0.6752975060944154,0.6752975060944154,0.26555126079488356,0.26555126079488356,0.26555126079488356,31882.83899622474,25192.84677271524,9906.733199999999,49097
A52_10.00kV_0.10nA_28.1nm_500.00ns_044.tif,2,942068,2.420084237235879,2.420084237235879,1.4177507559748246,0.6679463679726276,0.6679463679726276,0.5871939320202072,0.5246780145659847,0.5246780145659847,0.7069882698311215,178.66636803288085,104.6676015198904,126.02099999999999,154748
A52_10.00kV_0.10nA_33.7nm_200.00ns_032.tif,2,130316,3.1614677081730402,3.1614677081730402,2.023372967376375,1.0688571352345273,1.0688571352345273,0.5028910358861078,0.6496494238001077,0.6496494238001077,0.3307444997773523,191.9905767518954,144.2730567593629,94.8864,90223
A52_10.00kV_0.20nA_28.1nm_500.00ns_046.tif,9,2100303,2.6981087083096167,2.232918819437005,2.1496689269260685,0.9392496689081601,1.0370699009506152,1.0497308323297339,0.5370254030532203,0.5917946690936667,0.9543544653737418,175.29045332982906,89.69225205866827,81.54299999999999,430011
A52_10.00kV_0.40nA_33.7nm_200.00ns_033.tif,1,57960,3.966293103317187,3.966293103317187,3.966293103317187,1.054465868868565,1.054465868868565,1.054465868868565,0.36213201673936984,0.36213201673936984,0.36213201673936984,235.21704623878537,172.68300234085933,59.303999999999995,79458
A52_10.00kV_50pA_16.9nm_200.00ns_030.tif,1,64837,3.4072277472754067,3.4072277472754067,3.4072277472754067,2.1865434178751526,2.1865434178751526,2.1865434178751526,1.7912439478929603,1.7912439478929603,1.7912439478929603,111.13422891250366,39.81530492112079,32.6172,21235
A52_10.00kV_50pA_33.7nm_200.00ns_029.tif,3,19083,2.2867320845430323,2.193363955549104,1.7061649074076897,1.0209056544205728,1.0022987835719408,0.6126549752062844,0.8466648178848897,0.8431434752162528,0.560264664339116,106.24152386941256,68.09198868117085,62.2692,21557
A52_15.00kV_0.10nA_16.9nm_1.00µs_026.tif,3,78094,3.0528030949973015,3.0577425981896242,2.973058763172576,0.8613617822066099,0.8077200182840962,0.8245734965326663,0.38994341029792595,0.3589830721775689,0.3837929490341787,123.4199938535611,89.18963919845409,41.5128,75554
A52_15.00kV_50pA_33.7nm_1.00µs_028.tif,1,52232,3.3902867469862077,3.3902867469862077,3.3902867469862077,1.8127631009914482,1.8127631009914482,1.8127631009914482,1.1491194476556588,1.1491194476556588,1.1491194476556588,160.84605222851891,74.84276985743381,47.4432,17185
A52_20.00kV_0.10nA_28.1nm_500.00ns_043.tif,2,360290,3.0219084766244064,3.0219084766244064,1.843164243631528,1.0115099348239842,1.0115099348239842,0.8423394458787712,0.6516165761860204,0.6516165761860204,0.8416452586850982,204.9506480890394,111.28671339612605,111.195,63914
A52_20.00kV_0.20nA_28.1nm_25.00ns_040.tif,3,112950,7976458336.170993,160.98739233266485,22.790961271244427,1051549970.0768512,23.33456775234722,3.5993166154895992,0.17349685202399498,0.16951753676212136,0.18754602223366992,236.52915449313855,199.17472675827122,10.3782,54073
A52_20.00kV_0.20nA_28.1nm_25.00ns_041.tif,2,27845,3.383002427228828,3.383002427228828,2.0059940036980977,0.5878014853494773,0.5878014853494773,0.41567133791061683,0.25202444576125105,0.25202444576125105,0.2613754723041083,214.13424313162147,169.76249168525257,106.74719999999999,25557
A52_20.00kV_0.20nA_28.1nm_500.00ns_042.tif,2,25038,4.000769139078931,4.000769139078931,3.074422160969396,1.000263963601215,1.000263963601215,0.755666246168468,0.3360462165784482,0.3360462165784482,0.3258929675615486,232.46505311925873,175.32716350666416,75.6126,26635
A52_20.00kV_0.40nA_16.9nm_200.00ns_035.tif,1,5060,4.358556216940469,4.358556216940469,4.358556216940469,0.9528812920642258,0.9528812920642258,0.9528812920642258,0.27979220360899976,0.27979220360899976,0.27979220360899976,213.24584980237154,166.62537027356683,48.925799999999995,5739
A52_20.00kV_0.40nA_28.1nm_25.00ns_038.tif,2,92437,2.401234746828032,2.401234746828032,2.4445321715173622,0.3965906657856665,0.3965906657856665,0.4184450781384783,0.19758807155616404,0.19758807155616404,0.20652867267209457,202.9587502839772,168.2170966002987,83.0256,113157
A52_20.00kV_0.40nA_28.1nm_25.00ns_039.tif,2,128054,2.400229403878428,2.400229403878428,2.4054427832492977,0.41200358771664236,0.41200358771664236,0.41749872188712367,0.20698063328208535,0.20698063328208535,0.2100153268780585,203.27963983944272,167.9975743462863,84.5082,164904
A52_20.00kV_0.40nA_33.7nm_200.00ns_034.tif,1,197543,1.9474807552754008,1.9474807552754008,1.9474807552754008,0.7250714574967264,0.7250714574967264,0.7250714574967264,0.5931494948184073,0.5931494948184073,0.5931494948184073,199.22611279569512,125.0517377294038,102.29939999999999,72307
A52_20.00kV_0.40nA_45.0nm_200.00ns_036.tif,1,18592,2.989554961778414,2.989554961778414,2.989554961778414,0.5981717955390966,0.5981717955390966,0.5981717955390966,0.25013632442626504,0.25013632442626504,0.25013632442626504,181.72488166953528,145.3640519968367,60.7866,40464
A52_20.00kV_0.40nA_56.2nm_25.00ns_037.tif,3,46715,2.5644362321571132,2.4523144169170052,2.4682427057112073,0.46303157067371203,0.3793212688416498,0.3896039550273046,0.21880235412640436,0.18693107383711488,0.18743225819094722,197.60849834100395,166.4166498560399,80.0604,109058
A53 - Site 2.tif,1,28997,3.7946884375034746,3.7946884375034746,3.7946884375034746,1.0862135383398286,1.0862135383398286,1.0862135383398286,0.40104249763394045,0.40104249763394045,0.40104249763394045,37592.965927509744,26832.13820493823,9906.733199999999,58037
A53 - Site 3.tif,4,160896,3.6298542908605826,3.7066799251558415,4.232833685733727,-0.0638180129816229,-0.12180574779474007,0.5553166318800342,-0.02366706771942335,-0.029112323580404935,0.15100314254093447,25805.26400283413,22419.803256023584,6096.4511999999995,164188
A53 - Site 6.tif,1,25054,5.346796618290032,5.346796618290032,5.346796618290032,0.5533793726991343,0.5533793726991343,0.5533793726991343,0.11544569236235248,0.11544569236235248,0.11544569236235248,24447.36349485112,21917.125739285424,4572.3384,49372
A55 - Site 1.tif,71,195651,3.4176447789805406,3.367198865237283,3.7836683983992,0.9277193583365049,0.8454732683699463,1.362034431162957,0.3848063212042771,0.3160197569871443,0.562444386486896,129.0223356895697,82.57723398017876,34.099799999999995,440033
A55 - Site 2.tif,81,187378,3.627017691459093,3.4778800656485074,3.843051071624611,1.0716504463512584,0.9248771622393255,1.307189383750766,0.4295489943391467,0.3827547532091314,0.5154813411160994,31912.859812784853,21057.903483837672,8304.042599999999,480562
A55 - Site 4.tif,57,146844,3.68886431279316,3.5453263030096815,3.837325169158021,1.1049963645008158,0.9392137938262086,1.1921473747830482,0.44239055985306647,0.3842089086108342,0.450687049209929,30704.71114243687,21165.634007110435,8001.592199999999,447230
A56 - Site 1.tif,45,610032,3.582004338208687,3.5124529084602414,4.077426395284507,1.273832264895771,1.1770857033667705,1.8206078945859399,0.5562401763642375,0.47284904683818263,0.8067143609561639,38840.36100073439,21497.78727621942,9525.705,892392
A56 - Site 2.tif,37,573470,4.088926364333539,3.8934537176205573,4.253611722814666,1.7749660731436712,1.5616585533195677,1.992555500163241,0.7702877911294838,0.7148701566688351,0.8812498690659328,39068.177365860465,20767.138915602718,9184.707,723720
A56 - Site 4.tif,43,324160,3.6559190021817893,3.5088016979807564,4.072380201846585,1.271963696141422,1.1839436490011988,1.6821400861837534,0.52697425645704,0.5115864530293605,0.703753599966897,38544.746304294174,22623.42765117916,9464.918399999999,666279
A56 - Site 5.tif,32,421972,3.8388429012558727,3.8168073763966084,3.7998981365674958,1.4543331546038185,1.4405841413545302,1.5617089315965242,0.6203295783159749,0.6186499888210086,0.6977555462902734,146.47695344714816,86.2768222199209,38.547599999999996,762847
A60 - Site 2.tif,6,3382,4.256729239241606,4.1733511335635285,4.669855066122745,1.4153607353653943,1.3466352918181603,1.7651587504291992,0.502566833905529,0.5105825050910033,0.6076913241813295,37366.27587226493,23242.195383051254,8001.592199999999,16721
A60 - Site 5.tif,3,1717,3.887240552814415,3.96043378553088,3.9036111152431134,1.1336476481521298,1.2747390764988622,1.2148422788640476,0.42584596177662665,0.4726207542426007,0.45182102024787557,31235.10425160163,21514.431748800696,8001.592199999999,9172
A61 - Site 1.tif,8,16898,3.2292069465257556,3.2551124001344833,3.329635196319827,1.0907106306924554,0.9471294626941427,1.25824509301445,0.5126591215601151,0.4332103644000972,0.6074399462496708,38060.54716534501,23677.741276828572,11430.846,40209
A61 - Site 2.tif,4,4131,3.4873500600130205,3.2231321414074077,3.084278281381343,1.1170623483962776,0.9950572437917082,0.9260092089637041,0.44141871478792355,0.4404681624347993,0.42905179006524724,29064.40522875817,20338.24486334877,9423.4056,15331
A61 - Site 3.tif,10,15206,3.1753300424554722,2.7757745321051948,2.7623373501839157,1.1750969786993426,0.5579713190377396,0.8591121568199236,0.578844964819438,0.302476084188396,0.4513980583143994,33680.90970669473,23205.839027927315,12192.902399999999,45511
A61 - Site 4.tif,4,3052,3.329753060665151,3.4633415433195216,3.0911110607373575,1.0607630765800644,1.0448309967844587,0.9359115004424742,0.4685417553796327,0.48543993270916413,0.43425746630808565,25927.650720838796,18077.403346258798,8387.8095,13926
A74 - Site 14.tif,7,28845,3.8999870413016846,3.990153741779375,4.0063090592867105,1.5698097004043725,1.537957793502138,1.6053285685003715,0.6806222447098264,0.6425940264289872,0.6686137495328378,51120.49117698041,30636.503619418178,12759.9969,44206
A74 - Site 15.tif,5,25281,3.8651063123896576,3.885365552327336,3.8920937186201994,1.5470809956933214,1.37199728297852,1.5095128119618013,0.694052879837803,0.6200057322686816,0.6335620367571814,46108.52620545073,28225.757680421742,11846.7153,44008
A74 - Site 7.tif,9,70697,3.8475745518241755,3.6421406648132355,3.8571439629225956,1.411848833309345,1.4061402605571403,1.4452488759808289,0.5902185949367645,0.7084390838865146,0.599217140001266,48285.012942557674,30192.906100614615,12518.3331,105432
A74 - Site 8.tif,6,29583,3.972566070179344,3.958600353757056,4.462912837903829,1.5656873566797467,1.4513955668027259,1.9572224397180042,0.6511994274106448,0.6451719666763011,0.7811110427427168,52715.36500692966,29596.89976754393,11811.8742,61517
A75 - Site 12.tif,11,69170,3.9457278059820227,3.739693332996828,4.026727795159957,1.7349503974871292,1.6739929685335846,1.877098429629397,0.7777590848153043,0.6689692826509388,0.8732195697212028,47563.20215411305,25391.151642294288,11811.8742,105584
A75 - Site 16.tif,8,28402,3.753814811304796,3.8669896636142154,4.0993713502339375,1.5617019853822116,1.6757228232270442,1.8244543092585266,0.7143333451052059,0.7892172319055644,0.801987183003157,42173.354341243576,23403.8037223718,10287.7614,63884
A75 - Site 2.tif,4,29039,3.4280454066210875,3.4901445462654035,3.296958341408447,1.1176672117016726,1.0024768852490682,1.1277874493643165,0.48964690394167865,0.48755023017974575,0.5199163668940346,38943.2571713902,25621.973695148743,11811.8742,50523
A75 - Site 3.tif,7,30185,3.4416872762717885,3.1442289910529704,3.46809335227347,1.4678129179544415,1.3034562268376113,1.229233281000904,0.8025084407109766,0.6771926876973929,0.5490442644330984,44929.00649329137,29004.33998232354,12954.958799999999,65624
A75 - Site 7.tif,7,25043,3.582961814529015,3.377731450355097,3.9110605720686094,1.1967996015266245,1.1254818900915837,1.5372937274738003,0.5034731077981254,0.5967970380544908,0.6476178277465385,45631.59797148904,27695.499042938438,11667.3207,77320
A77 - Site 12.tif,1,34705,4.369012935317939,4.369012935317939,4.369012935317939,1.2005070343823911,1.2005070343823911,1.2005070343823911,0.37888742257907637,0.37888742257907637,0.37888742257907637,110.11747586803054,79.8596564600448,25.2042,33475
A77 - Site 18.tif,1,66808,6.709971088098845,6.709971088098845,6.709971088098845,1.3669273599597969,1.3669273599597969,1.3669273599597969,0.2558330849079837,0.2558330849079837,0.2558330849079837,89.53382828403784,71.29436973548101,13.343399999999999,40602
A77 - Site 4.tif,10,52692,3.53871374494089,3.3495088892464806,3.5734832941207446,1.2969908911683812,1.0109598695299553,1.3026337735253135,0.597228460602541,0.4183560573074673,0.5736328020463141,32683.647821301147,20769.551688802105,9146.159399999999,123934
A77 - Site 5.tif,10,53289,3.364809220423923,3.454414868901128,3.212934793628333,1.1737318974092998,1.2924826821093514,1.3697722004716417,0.54950724073185,0.5291719193495596,0.7431640624417686,39139.27412786879,22453.006559254274,12181.7829,99554
A77 - Site 6 zoom v2.tif,2,12517,4.368681252034224,4.368681252034224,3.212250791234409,1.6269439460635113,1.6269439460635113,0.7937503920910244,0.5570679111131308,0.5570679111131308,0.32819940504118067,34270.82783414556,25802.471906000977,10668.7896,24596
A77 - Site 6.tif,10,25685,4.123386761079719,4.1638318666642675,4.1017519873668435,1.5817957330885946,1.609762672374798,1.964856063799148,0.6402952816880352,0.60239983705241,0.9194907632739325,40440.36235156706,21068.276610293113,9859.289999999999,43874
A77 - Site 7.tif,12,51719,3.4810860537835233,3.5917698823153366,3.734639122290946,1.22547395675187,1.2589943146427833,1.7031956008659277,0.5567850248911536,0.5797688387611293,0.8384164181293179,41433.191128985476,22537.435327703104,11094.2958,84070
