image,split,Segmentation Quality,Filter Loading,Asbestos Present,Asbestos Type,accuracy,precision,recall,specificity,dice,iou,tversky,f2,tp,fp,fn,tn,match_status,matched_sample_id,parsed_site_number,Origin of data,Sampling position,Environment,Pump Flow (L/min),Volume sampled (L; dm3),"Frame Width, px","Frame Height, px","Pixel Resolution, nm/px","Images needed to find 3 fibers at 0.003 f/cm3, #",Minimum number of fibres for early termination,Filter Coverage (%),Median Otsu Coverage (%),GT Foreground Fraction (%),Frames Analyzed,Acquired Spectra,"Analyzed volume, cm3",Asbestos Counted,WHO Asbestos Counted,"Airborne WHO Asbestos Concentration, fibers/cm3",8 hr TWA,Sample Notes,n_objects,n_fg_px,snr_mean,snr_median,snr_pooled,cnr_mean,cnr_median,cnr_pooled,weber_contrast_mean,weber_contrast_median,weber_contrast_pooled,mu_F_pooled,mu_B_pooled,sigma_B_mad_pooled,n_bg_px_pooled,mask_quality,filter_loading,asbestos
a_E200175-12116-L_25.tif,train,,,False,,0.9949139918232428,0.4342324731880558,0.7558196053702769,0.9959075971047976,0.5515748805238125,0.3808100764803676,0.6184211233466822,0.658312070208352,115069.0,149925.0,37175.0,36485031.0,no_sample_prefix_match,,,,,,,,,,,,,,1.477687891440501,0.4138504697286012,,,,,,,,,12,152244,4.427278860264779,3.881712436697242,3.8434209874574887,1.6945209238814165,1.4886657069208835,1.4459393738717912,0.5651609184974715,0.5885675517793951,0.6031075965360643,142.45639893854602,88.86265603152869,37.065,138033,3,medium,True
A36 - Site 3.tif,train,,,False,,0.9980274547230112,0.4501256824692922,0.8736851769271997,0.9982332813690198,0.5941455061140131,0.4226223330351266,0.6813453643148824,0.7353038571579789,66615.0,81377.0,9631.0,45979721.0,matched_sample_and_site,A36,3.0,Asbyg,Personal,Indoor,1.9,140.6000000000001,8192.0,5632.0,50.0,31.0,2.577871941654615,35.0,1.981895620172674,0.1652587543834339,5.0,98.0,165.1891174445374,12.0,11.0,0.0665903430575157,0.010266011221367,,21,76246,3.481634824191929,3.6185238720173434,3.1261964656262253,1.0375666879767254,1.14312459650986,0.9920487474208964,0.4287236564163701,0.4846371497631959,0.4648453989186653,38117.40838863678,26021.454835281616,12192.9024,165616,2,very high,True
A55 - Site 4.tif,train,,,False,,0.998427997935902,0.706233973825263,0.866531829696762,0.9988491318859328,0.7782140432636497,0.6369479359072228,0.81128899600232,0.828903654485039,127245.0,52929.0,19599.0,45937571.0,matched_unique_sample,A55,4.0,Asbyg,NF,Indoor,1.9,220.4,8192.0,5632.0,50.0,20.0,4.040988449080205,2.6,0.1090634952891956,0.3182757984508167,5.0,188.0,258.9451030211665,7.0,6.0,0.0231709344181324,0.005599642484382,,57,146844,3.68886431279316,3.545326303009681,3.837325169158021,1.1049963645008158,0.9392137938262086,1.1921473747830482,0.4423905598530664,0.3842089086108342,0.450687049209929,30704.71114243687,21165.634007110435,8001.592199999999,447230,3,medium,True
A52_10.00kV_0.10nA_33.7nm_200.00ns_032.tif,train,,,False,,0.9977350929088392,0.7232935153583177,0.910694005340794,0.998187829938125,0.8062473674913787,0.6753889755175522,0.8450128591079762,0.8658279637670883,118678.0,45402.0,11638.0,25008538.0,matched_unique_sample,A52,,Asbyg,Personal,Outdoor,1.9,152.0000000000001,8192.0,5632.0,50.0,28.0,2.786888585572557,0.9,1.7645746612486783,0.517450267341628,35.0,33.0,1250.079807688391,6.0,6.0,0.0047996935580417,0.0007999489263402,,2,130316,3.16146770817304,3.16146770817304,2.023372967376375,1.0688571352345273,1.0688571352345273,0.5028910358861078,0.6496494238001077,0.6496494238001077,0.3307444997773523,191.9905767518954,144.2730567593629,94.8864,90223,4,low,True
b_E200175-12116-L_2.tif,train,,,False,,0.9946967967118996,0.2787409204752697,0.8717419197163963,0.9949709259123288,0.422414201463714,0.2677598910028462,0.5321248593958924,0.611540393606414,71339.0,184594.0,10496.0,36520771.0,no_sample_prefix_match,,,,,,,,,,,,,,1.7650025008698678,0.2224550930758524,,,,,,,,,18,81835,4.807980393965735,4.2316158662518575,3.212677816681313,1.6001716577793157,1.380137477339794,0.9017920681835736,0.5362128842671827,0.4708320601847024,0.3902365439984953,109.55167104539622,78.80074186973208,34.099799999999995,108914,3,medium,False
A52 - Site 2.tif,train,,,False,,0.993757074529471,0.9746351997531404,0.9191702307177028,0.9984839930538746,0.9460904980085364,0.8976961458463056,0.93513535913232,0.9297523822977072,157964.0,4111.0,13891.0,2707618.0,matched_unique_sample,A52,2.0,Asbyg,Personal,Outdoor,1.9,152.0000000000001,8192.0,5632.0,50.0,28.0,2.786888585572557,0.9,3.5595286976207388,5.95977089621804,35.0,33.0,1250.079807688391,6.0,6.0,0.0047996935580417,0.0007999489263402,,1,171855,5.019243734527199,5.019243734527199,5.019243734527199,2.001641439090261,2.001641439090261,2.001641439090261,0.6633218174392829,0.6633218174392829,0.6633218174392829,193.4797998312531,116.32132627376096,38.5476,57605,5,very low,True
A51_10.00kV_0.40nA_42.2nm_400.00ns_082.tif,train,,,False,,0.9790157390395012,0.5412752494058014,0.4944609290802886,0.9902684713732915,0.5168101071849435,0.3484450033596514,0.5076323023715412,0.5031645625960256,282622.0,239519.0,288954.0,24373161.0,matched_unique_sample,A51,,Asbyg,Personal,Outdoor,1.9,146.3000000000001,8192.0,5632.0,50.0,30.0,2.6823802636135863,4.3,1.073885208282508,2.2695766752053346,15.0,94.0,515.6579206714612,4.0,3.0,0.0058178103733839,0.000933273747397,,11,571576,2.945770948861893,2.9624631765030496,1.7366808478862636,0.8708075385102494,0.6864890864659008,0.4395808682810023,0.4191022235106567,0.3487634543652113,0.3388951315647042,146.76377244670874,109.61558450944834,84.5082,304392,4,medium,True
A112_006.tif,train,,,False,,0.9991227496754038,0.6216711823547557,0.941493096185203,0.9992029214175886,0.7488645106847218,0.59854789275825,0.8156140521602635,0.8536592266493651,60345.0,36724.0,3750.0,46036525.0,matched_unique_sample,A112,,Asbyg,NF,Indoor,1.9,493.9999999999999,8192.0,5632.0,50.0,9.0,9.0573879031108,5.6,0.2591631629250266,0.1389221711592241,3.0,289.0,348.2365178560515,123.0,62.0,0.1780399148880433,0.0964382872310234,,20,64095,3.355874216404947,3.254704294582398,3.4868607118698782,1.2598448348824174,1.1831758384701525,1.4455625217535777,0.6113215514332004,0.6171308206362083,0.7081584300611852,160.25821046883533,93.81928961707224,45.9606,131957,2,medium,False
C39 - Site 4.tif,train,,,False,,0.9901344992897694,0.44138395771465,0.9160438792006836,0.9907271044914452,0.5957253296952314,0.4242227979273753,0.6925994950894522,0.7538971736049123,20960.0,26527.0,1921.0,2834176.0,matched_unique_sample,C39,4.0,Brøndby Strand,NF,Indoor,2.0,296.0000000009313,8192.0,5632.0,50.0,15.0,5.427098824553104,12.0,2.72733514959162,0.7934917103160511,5.0,112.0,347.7665630422253,27.0,22.0,0.0632608259044409,0.0195054213205359,,2,22881,5.371878461770254,5.371878461770254,4.379665030490591,1.5996976018818527,1.5996976018818527,0.9891800114273066,0.4041949435769291,0.4041949435769291,0.2917517717183148,97.39937065687688,75.40099637285321,22.239,45766,5,medium,True
SEMS R15B Sample 2_20.00kV_0.10nA_45.0nm_2.00µs_009.tif,train,,,False,,0.9992468357086176,0.7053866272156222,0.7738747355300195,0.9995562509427972,0.7380452208523498,0.5848428430619681,0.7519713867295393,0.7591334262075592,26701.0,11152.0,7802.0,25120169.0,no_sample_prefix_match,,,,,,,,,,,,,,0.1053929328918457,0.1371026039123535,,,,,,,,,11,34503,5.019206787584614,5.117913194597422,4.922061762777696,1.0655105095123922,0.8801497617740481,1.0162449959382744,0.2692123475989538,0.2814187061779952,0.2601875757348785,116.75918036112802,92.6522230553162,23.7216,89359,4,very low,True
A32 - Site 4.tif,train,,,False,,0.9984150799837976,0.3550302615050478,0.8746249062263517,0.9985296353454002,0.5050494111276225,0.337836858881453,0.6077765686394903,0.6765853729307573,37308.0,67776.0,5348.0,46026912.0,ambiguous_site_not_found,A32,4.0,,,,,,,,,,,,2.5619203394109555,0.0924543900923295,,,,,,,,,31,42656,3.645124750858237,3.548425500879459,3.172379664606417,1.1560758433169658,1.193203780835265,0.988755939694637,0.4675880312332303,0.4566753500445599,0.4528050911033887,32834.22660352588,22600.572371744744,10350.0306,144497,1,very high,False
A82 - Site 3.tif,train,,,False,,0.9978092583743008,0.6264941487728796,0.9080428080903714,0.998120851852074,0.7414399549774058,0.589117664993167,0.8001638756819198,0.8331579861170901,144920.0,86399.0,14676.0,45891349.0,ambiguous_site_not_found,A82,3.0,,,,,,,,,,,,2.026963233947754,0.3459150140935724,,,,,,,,,19,159596,3.579673300403019,3.493954033013231,3.7386538013045767,1.302474566843939,1.357155645221101,1.653961799958111,0.5768662458574318,0.5722646350017103,0.793384249994347,46976.31586631244,26194.227961159235,12565.035,267142,4,medium,True
b_E200175-12116-L_13.tif,train,,,False,,0.9982539578983992,0.5812394953513192,0.9405230483227636,0.998391037921276,0.7184683894946913,0.5606325927546951,0.7933957259628206,0.8370422871802452,81960.0,59049.0,5183.0,36641008.0,no_sample_prefix_match,,,,,,,,,,,,,,0.8159794711203897,0.2368840248782185,,,,,,,,,19,87143,4.844583297166696,4.600580499044256,4.1810707894550285,2.16914943776058,2.2513706151186543,1.9132717259800165,0.8287564821252961,0.761075609234943,0.8436689813253759,142.57367774806926,77.33149452736319,34.099799999999995,125625,3,medium,True
A74 - Site 14.tif,train,,,False,,0.9991009885614568,0.3956691937960795,0.8304732189284693,0.9992064803497506,0.5359779836219027,0.3660996744761258,0.624569801639284,0.6808376391943816,23955.0,36588.0,4890.0,46071911.0,matched_unique_sample,A74,14.0,Asbyg,NF,Indoor,1.9,237.4999999999999,8192.0,5632.0,50.0,18.0,4.354513414957115,6.5,0.3793933174826882,0.0625198537653142,15.0,147.0,837.1070140770465,5.0,0.0,0.0011945903966681,0.0003110912491323,,7,28845,3.8999870413016846,3.990153741779375,4.006309059286711,1.5698097004043725,1.537957793502138,1.6053285685003715,0.6806222447098264,0.6425940264289872,0.6686137495328378,51120.49117698041,30636.503619418178,12759.9969,44206,3,low,True
A33_10.00kV_0.10nA_45.0nm_500.00ns_005.tif,train,,,False,,0.9949989390196792,0.3206219898169632,0.9584999424065824,0.9950872261551288,0.4805111241265898,0.3162320776125389,0.6002440175510655,0.6856711688274837,58249.0,123426.0,2522.0,25000059.0,ambiguous_no_site_in_filename,A33,,,,,,,,,,,,,0.0515798441693095,0.2413055204013174,,,,,,,,,8,60771,4.260752237297847,4.160056195419811,2.325992889854609,1.450574689388253,1.4430178604937072,0.7403772989566979,0.555724632018408,0.524459400308275,0.4669336648474867,182.7714041236774,124.59418479431402,78.5778,69645,4,very low,False
A139 - Site 5.tif,train,,,False,,0.9636213129216942,0.8850505881556081,0.6723551378207905,0.991608990752591,0.7641789165821609,0.6183572418660436,0.7245956054290431,0.7063028950082595,169966.0,22075.0,82826.0,2608717.0,matched_unique_sample,A139,5.0,Asbyg,Personal,Indoor,1.9,265.99999999999994,8192.0,5632.0,50.0,16.0,4.877055024751969,18.0,5.063802545720881,8.766590465198863,16.0,164.0,1000.0638461507118,8.0,8.0,0.0079994892634028,0.0023331843684925,,5,252792,4.081844817024704,3.943176745663452,3.0115481502606696,-0.0166884519359237,0.3830202563326554,0.5737308047517342,0.0580388795185851,0.0684732952310502,0.2353460999701232,151.80732380771542,122.8864719037308,50.4084,140855,4,high,True
A94 - Site 17.tif,train,,,False,,0.9990739388899368,0.5212435780603404,0.8590427268570057,0.999213519241908,0.6488081538713917,0.4801747107417322,0.7192137796307405,0.7604753958741696,39467.0,36250.0,6476.0,46055151.0,matched_unique_sample,A94,17.0,Asbyg,Personal,Indoor,1.9,75.99999999999987,8192.0,5632.0,50.0,56.0,1.393444292786275,12.2,1.123952865600586,0.0995787707242098,10.0,154.0,178.5828296697697,19.0,18.0,0.1007935647188763,0.008399463726573,,8,45943,3.606144599802697,3.921866234349785,3.050929969836702,1.220839602778126,1.4248011890488912,1.0525313283564417,0.5338374944370086,0.5394144981108681,0.5266873717962487,217.1188211479442,142.2156396611984,71.1648,63518,4,very high,True
a_E200175-12116-L_6.tif,train,,,False,,0.9992634394572024,0.3975377193181172,0.965618263224274,0.9992799934314424,0.5632072734306085,0.3919892292156643,0.6758722617285539,0.7509866130154891,17469.0,26474.0,622.0,36742635.0,no_sample_prefix_match,,,,,,,,,,,,,,1.9172973208072368,0.0491774312804453,,,,,,,,,2,18091,5.017633863979101,5.017633863979101,4.120172192353402,2.7286958673771053,2.7286958673771053,2.1640252253375407,1.183672719807653,1.183672719807653,1.106269243365027,201.5827206898458,95.70605529838608,48.9258,15986,1,low,False
A33_15.00kV_0.20nA_39.7nm_25.00ns_010.tif,train,,,False,,0.9961361574469378,0.6876897593443779,0.9240403176106404,0.9967026460591044,0.7885353419013132,0.6508942185229465,0.8376711221921722,0.8646091966621628,181427.0,82394.0,14914.0,24905521.0,ambiguous_no_site_in_filename,A33,,,,,,,,,,,,,0.1752880847462795,0.7796180280251281,,,,,,,,,4,196341,3.63855945842811,3.5097728608057808,2.637248597642776,1.4648363030165106,1.262687172753869,1.218469666286118,0.789599768661171,0.6582680333732167,0.8588157317822211,195.49923856963144,105.1740821956568,74.13,84822,4,low,True
A75 - Site 2.tif,train,,,False,,0.9994713176380504,0.5521677630839148,0.8468955542543314,0.9995674098191204,0.6684878632198934,0.502051648463713,0.7300008904981656,0.7652073804411609,24593.0,19946.0,4446.0,46088359.0,matched_unique_sample,A75,2.0,Asbyg,FF,Indoor,1.9,227.9999999999999,8192.0,5632.0,50.0,19.0,4.18033287835883,5.5,0.3808043219826438,0.0629403374411843,16.0,117.0,857.1975824148957,5.0,5.0,0.0058329609212312,0.0014582402303078,,4,29039,3.4280454066210875,3.4901445462654035,3.296958341408447,1.1176672117016726,1.0024768852490682,1.1277874493643163,0.4896469039416786,0.4875502301797457,0.5199163668940346,38943.2571713902,25621.973695148743,11811.8742,50523,3,low,True
A77 - Site 5.tif,train,,,False,,0.9983350146900524,0.4056583347366576,0.9492765861620692,0.998391743087712,0.5684139558401837,0.3970518978995638,0.6770745496742615,0.7486303376872242,50586.0,74115.0,2703.0,46009940.0,ambiguous_site_not_found,A77,5.0,,,,,,,,,,,,2.001311562278054,0.1155007969249378,,,,,,,,,10,53289,3.364809220423923,3.454414868901128,3.212934793628333,1.1737318974092998,1.2924826821093514,1.3697722004716415,0.54950724073185,0.5291719193495596,0.7431640624417686,39139.27412786879,22453.006559254278,12181.7829,99554,4,medium,True
A53 - Site 6.tif,train,,,False,,0.9963996193625676,0.7577109534178467,0.8609004550168193,0.9975872214040048,0.8060164424512695,0.675064943194055,0.8271083228514791,0.8380737010614664,21569.0,6897.0,3485.0,2851633.0,matched_unique_sample,A53,6.0,Asbyg,Personal,Outdoor,1.9,140.6000000000001,8192.0,5632.0,50.0,31.0,2.577871941654615,1.6,1.2154665860262786,0.8688493208451704,13.0,14.0,429.4917053557973,6.0,6.0,0.0139700020400382,0.0021537086478392,,1,25054,5.346796618290032,5.346796618290032,5.346796618290032,0.5533793726991343,0.5533793726991343,0.5533793726991343,0.1154456923623524,0.1154456923623524,0.1154456923623524,24447.36349485112,21917.125739285424,4572.3384,49372,4,low,True
A33_001.tif,train,,,False,,0.9965578642758456,0.3988716432820441,0.8904487706790156,0.9968100892818694,0.5509487953084595,0.3802134759107701,0.6500927188200419,0.7143684675951553,97424.0,146825.0,11986.0,45881109.0,ambiguous_no_site_in_filename,A33,,,,,,,,,,,,,2.2322481328790835,0.2371397885409268,,,,,,,,,41,109410,3.5962097704475653,3.584673027427756,3.427663103425594,1.5379780260017393,1.4351102483290523,1.5811168415491046,0.7577698530991842,0.7753923479431952,0.8562562846065424,45711.27058769765,24625.516943301925,13335.987,205686,1,high,False
SEMS R15B Sample 2_20.00kV_0.10nA_33.7nm_100.00ns_015.tif,train,,,False,,0.9992464780807492,0.7279614469999942,0.8514325095990816,0.999485496550952,0.7848707273077037,0.6459154140601913,0.8102062756320229,0.8234974837047472,34592.0,12927.0,6036.0,25112269.0,no_sample_prefix_match,,,,,,,,,,,,,,0.0915169715881347,0.161441167195638,,,,,,,,,3,40628,2.044962848377525,1.9720889836758244,1.916784711598036,0.5605297643707492,0.4847824227809156,0.4361447539635886,0.3762880044478398,0.3259465368219461,0.294565030248953,102.30570050211676,79.02708485760432,53.3736,72439,4,low,True
A112_008.tif,train,,,False,,0.9995487386530094,0.7450832885544262,0.9200712836747266,0.9996397060822728,0.8233827047385671,0.6997880347794986,0.859512533782794,0.8787931465324916,48531.0,16604.0,4216.0,46067993.0,matched_unique_sample,A112,,Asbyg,NF,Indoor,1.9,493.9999999999999,8192.0,5632.0,50.0,9.0,9.0573879031108,5.6,0.4757772792469372,0.1143260435624556,3.0,289.0,348.2365178560515,123.0,62.0,0.1780399148880433,0.0964382872310234,,22,52747,3.47438327107176,3.5702822429278696,3.699639916620777,1.2988312595251306,1.4281376985777134,1.6386546525265324,0.599354953541768,0.6569212782924345,0.7950831482891223,170.03767038883728,94.7241193495398,45.9606,115057,2,medium,False
A112 - Site 34.tif,train,,,False,,0.9954996975985406,0.5493881374784534,0.6398663393339881,0.9973174574404272,0.5911854582110729,0.4196332737028534,0.6097410403869059,0.619462599854675,9383.0,7696.0,5281.0,2861224.0,matched_unique_sample,A112,34.0,Asbyg,NF,Indoor,1.9,493.9999999999999,8192.0,5632.0,50.0,9.0,9.0573879031108,5.6,2.698516845703125,0.5085338245738636,3.0,289.0,348.2365178560515,123.0,62.0,0.1780399148880433,0.0964382872310234,,5,14664,5.985898838759592,6.148161724095599,5.737203801776897,0.776073922815575,0.5886378921603203,0.7783197332687959,0.1506043333709253,0.1462600436296032,0.1569546136705999,153.10761047463174,132.33674740905084,26.6868,32903,3,medium,True
A33 - 218.tif,train,,,False,,0.9966936978426844,0.623836437279361,0.8245067863725394,0.997544225440392,0.7102700074453241,0.5507121735134909,0.7519431968805597,0.77466901108516,186980.0,112746.0,39798.0,45797820.0,ambiguous_no_site_in_filename,A33,,,,,,,,,,,,,2.052768793973056,0.4915280775590376,,,,,,,,,64,226778,3.6358029985175695,3.603306538166224,3.59452801233166,1.389474918625239,1.3407267347418206,1.4659165245949326,0.6202173016366075,0.5972750843354101,0.6886726549395211,47936.578843626805,28387.135128528946,13335.987,466393,2,very high,True
A31_Site3.tif,train,,,False,,0.9964223558252506,0.5077514852481922,0.7463176091692273,0.99734137113922,0.6043428965907229,0.4330167453842702,0.6541169120733322,0.6822105305312165,126062.0,122213.0,42850.0,45846219.0,matched_unique_sample,A31,3.0,Asbyg,Personal,Indoor,1.9,186.2000000000001,8192.0,5632.0,50.0,23.0,3.413938517326382,80.0,3.821700269525701,0.3661069003018466,5.0,83.0,218.7639663454684,14.0,14.0,0.0639959141072229,0.013065832463558,,19,168912,2.9208882385234967,2.925359424801126,2.6590604951618557,0.6734241132484443,0.6195654783460883,0.7555280223361178,0.2992936947254593,0.2815427969720479,0.3969083969522062,27383.3761840485,19602.843138311684,10298.1396,204097,2,very high,False
A33_10.00kV_0.10nA_33.7nm_500.00ns_004.tif,train,,,False,,0.997948797852118,0.4621598262564863,0.9304229499417932,0.998069208257244,0.6175634457638205,0.4467210042091481,0.7135354295684276,0.7736496512835445,41709.0,48539.0,3119.0,25090889.0,ambiguous_no_site_in_filename,A33,,,,,,,,,,,,,0.1627167385846141,0.1780000965682687,,,,,,,,,3,44828,3.5964214614331715,3.8609527377752944,1.617886013208253,0.9547580308499866,0.9313725631235564,0.3532658743139914,0.3985888661370804,0.3852641399150412,0.2793454440761617,167.9074462389578,131.24480726737048,103.782,40730,3,low,False
A74 - Site 15.tif,train,,,False,,0.9995154467496004,0.5310925441672447,0.9881333807994191,0.9995216869824278,0.6908653447273583,0.5277267253944002,0.7853733989773624,0.8430356166601978,24981.0,22056.0,300.0,46090007.0,matched_unique_sample,A74,15.0,Asbyg,NF,Indoor,1.9,237.4999999999999,8192.0,5632.0,50.0,18.0,4.354513414957115,6.5,0.3872459585016424,0.0547950918024236,15.0,147.0,837.1070140770465,5.0,0.0,0.0011945903966681,0.0003110912491323,,5,25281,3.8651063123896576,3.885365552327336,3.8920937186202,1.5470809956933214,1.37199728297852,1.509512811961801,0.694052879837803,0.6200057322686816,0.6335620367571814,46108.52620545073,28225.757680421742,11846.7153,44008,3,low,True
A51_20.00kV_0.40nA_28.1nm_400.00ns_080.tif,train,,,False,,0.9881659398633807,0.6391848446450317,0.7081758291738147,0.9930404069111548,0.6719140110700546,0.5059265865845205,0.6859637955185696,0.6932113524369875,305182.0,172273.0,125759.0,24581042.0,matched_unique_sample,A51,,Asbyg,Personal,Outdoor,1.9,146.3000000000001,8192.0,5632.0,50.0,30.0,2.6823802636135863,4.3,9.791490366044563,1.7111523961636983,15.0,94.0,515.6579206714612,4.0,3.0,0.0058178103733839,0.000933273747397,,30,430941,3.5413607197331034,3.221090255472601,2.602942408419951,1.076850122845803,0.927475326042551,0.7111683152897782,0.4318384179346388,0.409766965734703,0.3759266594390037,212.25173283581745,154.26093489503137,81.54299999999999,376684,3,medium,False
a_E200175-12116-L_22.tif,train,,,False,,0.9960894550278356,0.4413754640786637,0.9423498122652498,0.9962580589779532,0.6011743701206362,0.4297707714809902,0.7029791173907174,0.7680075141101961,108423.0,137225.0,6633.0,36534919.0,no_sample_prefix_match,,,,,,,,,,,,,,1.3324172538274182,0.3127609603340292,,,,,,,,,19,115056,4.554972453630962,4.604198530397261,3.5935852157368657,2.163505056288729,2.39728204168301,1.9806040734906167,1.0305868232108968,1.066603706134903,1.22791520696637,117.21268773466834,52.61092852900416,32.6172,126275,4,medium,True
A51_10.00kV_50pA_42.2nm_50.00ns_084.tif,train,,,False,,0.985265397556314,0.5182157273516818,0.5768966248325712,0.9916347178686226,0.545983986844932,0.3755006698036301,0.5579427903840973,0.5641208196089627,223124.0,207438.0,163642.0,24590052.0,matched_unique_sample,A51,,Asbyg,Personal,Outdoor,1.9,146.3000000000001,8192.0,5632.0,50.0,30.0,2.6823802636135863,4.3,1.914128414196552,1.5357451893754577,15.0,94.0,515.6579206714612,4.0,3.0,0.0058178103733839,0.000933273747397,,7,386766,2.023070954200036,1.5046836490348772,1.15303369622931,0.4378783474357804,0.3831775045882353,0.1388539544724499,0.291796412068551,0.3163629869054475,0.1369125695829749,165.8203125403991,145.8514198676277,143.8122,237663,4,high,True
A51_20.00kV_0.10nA_28.1nm_400.00ns_078.tif,train,,,False,,0.991108174885134,0.5665751422627187,0.7617930321482891,0.9936190486245116,0.6498394103058764,0.4813052723254916,0.6904255750389686,0.7126810667167823,207792.0,158959.0,64975.0,24752530.0,matched_unique_sample,A51,,Asbyg,Personal,Outdoor,1.9,146.3000000000001,8192.0,5632.0,50.0,30.0,2.6823802636135863,4.3,6.942809825313084,1.083085400656664,15.0,94.0,515.6579206714612,4.0,3.0,0.0058178103733839,0.000933273747397,,17,272767,2.510006579232041,2.398891655996428,2.2273193430667373,0.5915908117682974,0.611670670296955,0.609736012498995,0.3367538763800705,0.3316384360049671,0.3769425666900655,211.3423141362408,153.48665895375882,94.8864,248069,3,medium,True
A61 - Site 3.tif,train,,,False,,0.9996643716638736,0.4938178595167322,0.7328028409833403,0.9997523531975034,0.5900293876252708,0.418469280456505,0.6398984707439315,0.6681336866972061,11143.0,11422.0,4063.0,46110716.0,matched_unique_sample,A61,3.0,Asbyg,Personal,Indoor,1.9,254.5999999999998,8192.0,5632.0,50.0,17.0,4.668038380834025,23.7,1.0374069213867188,0.0329581173983487,5.0,72.0,299.1262396968645,5.0,5.0,0.0167153506996478,0.004666368736985,,10,15206,3.175330042455472,2.7757745321051948,2.762337350183916,1.1750969786993426,0.5579713190377396,0.8591121568199236,0.578844964819438,0.302476084188396,0.4513980583143994,33680.90970669473,23205.839027927315,12192.9024,45511,2,high,False
A37 - Site 3.tif,train,,,False,,0.9974423321810634,0.160263811118155,0.9316275167781328,0.9974763574678688,0.2734817514652838,0.1584007303122257,0.3812011698635878,0.4746862497007628,22210.0,116374.0,1630.0,45997130.0,matched_sample_and_site,A37,3.0,Asbyg,Personal,Indoor,1.9,153.9000000000002,8192.0,5632.0,50.0,28.0,2.821724692892216,41.0,3.456664085388184,0.0516718084161931,5.0,155.0,180.8151150406424,15.0,13.0,0.071896644243917,0.012132558716161,,9,23840,3.7382209952588727,3.7989944960459,3.402111847278765,1.528787935555044,1.577206202769743,1.495204370417377,0.6661594792273065,0.7511450898305537,0.7840990654027787,33703.814387583894,18891.223610370016,9906.7332,54349,1,high,False
A89 - Site 3.tif,train,,,False,,0.9990112781524656,0.6195983032406367,0.7775681148746967,0.9993245812655625,0.6896528264403865,0.5263130568419632,0.7223203177438806,0.7398427624299498,50685.0,31118.0,14499.0,46041042.0,matched_unique_sample,A89,3.0,Asbyg,Personal,Indoor,1.9,91.20000000000012,8192.0,5632.0,50.0,47.0,1.6721331513435354,6.0,0.3541469573974609,0.1412825150923295,5.0,52.0,107.14969780186216,8.0,8.0,0.07466189979176,0.007466189979176,,20,65184,3.7458648791975593,3.8914931952262255,3.771343310699012,1.3239869601193628,1.2401503621975696,1.6164057424902318,0.5585599119477613,0.5035417305389291,0.750094000954869,195.69877577319588,111.8218653734712,51.891,131148,3,low,False
b_E200175-12116-L_23.tif,train,,,False,,0.9977151563587332,0.4473112226548101,0.81065533120782,0.9980747141111144,0.5765101245987909,0.4049976993593314,0.6518170145522202,0.6973637378657174,57212.0,70690.0,13363.0,36645935.0,no_sample_prefix_match,,,,,,,,,,,,,,0.8527531315240083,0.1918466205636743,,,,,,,,,5,70575,5.83800285504483,5.497051016281764,5.396304534270252,2.351208219118985,2.3928321245267066,2.107547295220731,0.6892936684138805,0.6830863098728073,0.6408339508858708,160.01122210414454,97.51822968518395,29.652,90402,3,medium,False
A44 - Site 8.tif,train,,,False,,0.9843878312544356,0.8075609240736711,0.5736245043962611,0.996101840791456,0.6707813814032929,0.5046433837282955,0.6282198269425628,0.6089021890367439,45863.0,10929.0,34090.0,2792702.0,ambiguous_site_not_found,A44,8.0,,,,,,,,,,,,2.8370597145774146,2.7726953679865054,,,,,,,,,1,79953,2.564454403402684,2.564454403402684,2.564454403402684,0.5280478755456081,0.5280478755456081,0.5280478755456081,0.2593037629145167,0.2593037629145167,0.2593037629145167,136.87416357109802,108.69034747559648,53.3736,52349,4,medium,True
A110 - Site 37.tif,train,,,False,,0.9968476728959484,0.8782289904115664,0.9470259092565896,0.9977147457994262,0.9113309141986704,0.8371055319604973,0.9252810724725417,0.9324175429351228,46713.0,6477.0,2613.0,2827781.0,matched_unique_sample,A110,37.0,Asbyg,NF,Indoor,1.9,94.99999999999996,8192.0,5632.0,50.0,45.0,1.741805365982846,31.9,9.574508666992188,1.7105796120383523,5.0,157.0,111.6142685436062,46.0,38.0,0.3404582630504263,0.035464402401086,,3,49326,5.954024791783486,5.806721271690089,4.95625355157557,1.5772040762536133,2.013922051545316,0.9630259033846924,0.3562407288595882,0.3759684160958474,0.2411647890159232,102.8739812674857,82.88503039684142,20.7564,44577,4,medium,True
A33 - Site 1.tif,train,,,False,,0.9974264231595124,0.5695343055881479,0.9188756646590204,0.997687926159426,0.7032084224839353,0.5422678822690178,0.7760681025731133,0.8184690398333491,140667.0,106319.0,12419.0,45877939.0,ambiguous_site_not_found,A33,1.0,,,,,,,,,,,,1.7633047970858486,0.3318049690940163,,,,,,,,,26,153086,3.583951062074308,3.670301529638314,3.622989383105297,1.129526836191563,1.1623619244483745,1.335009840569944,0.4635203787172214,0.4954633350265439,0.5834885390146891,42794.29482121161,27025.326528624024,11811.8742,246349,2,high,True
