image,split,Segmentation Quality,Filter Loading,Asbestos Present,Asbestos Type,accuracy,precision,recall,specificity,dice,iou,tversky,f2,tp,fp,fn,tn,match_status,matched_sample_id,parsed_site_number,Origin of data,Sampling position,Environment,Pump Flow (L/min),Volume sampled (L; dm3),"Frame Width, px","Frame Height, px","Pixel Resolution, nm/px","Images needed to find 3 fibers at 0.003 f/cm3, #",Minimum number of fibres for early termination,Filter Coverage (%),Median Otsu Coverage (%),GT Foreground Fraction (%),Frames Analyzed,Acquired Spectra,"Analyzed volume, cm3",Asbestos Counted,WHO Asbestos Counted,"Airborne WHO Asbestos Concentration, fibers/cm3",8 hr TWA,Sample Notes,n_objects,n_fg_px,snr_mean,snr_median,snr_pooled,cnr_mean,cnr_median,cnr_pooled,weber_contrast_mean,weber_contrast_median,weber_contrast_pooled,mu_F_pooled,mu_B_pooled,sigma_B_mad_pooled,n_bg_px_pooled,mask_quality,filter_loading,asbestos
A112_004.tif,train,,,False,,0.9992329857566138,0.6681704699749608,0.9230908870868748,0.9993422360674468,0.775211525268645,0.632935026138844,0.8282883127459172,0.8576488446618076,61020.0,30304.0,5084.0,46040936.0,matched_unique_sample,A112,,Asbyg,NF,Indoor,1.9,493.9999999999999,8192.0,5632.0,50.0,9.0,9.0573879031108,5.6,0.5311489105224609,0.1432765613902698,3.0,289.0,348.2365178560515,123.0,62.0,0.1780399148880433,0.0964382872310234,,33,66104,3.245068991420778,3.297462368992208,3.6948971172592335,1.16018252416774,1.0933572151405175,1.5978499856617572,0.5555125733969842,0.5486501696288345,0.7619523478635186,175.29774295050225,99.49062649477584,47.4432,173521,2,medium,True
A100 - Site 3.tif,train,,,False,,0.9980846751819924,0.957488588407462,0.994747720582225,0.9982192225116792,0.97576260252507,0.9526723052005662,0.9832690196937725,0.9870657049403716,111174.0,4936.0,587.0,2766887.0,matched_unique_sample,A100,3.0,Asbyg,Personal,Indoor,1.9,113.9999999999999,8192.0,5632.0,50.0,38.0,2.090166439179414,23.1,3.292673284357244,3.8757671009410513,48.0,79.0,1285.7963736223428,8.0,7.0,0.0054440968598158,0.0006805121074769,,1,111761,7.975995100385585,7.975995100385585,7.975995100385585,1.4953519456092437,1.4953519456092437,1.4953519456092437,0.2307412875115981,0.2307412875115981,0.2307412875115981,106.42689310224496,86.47381393624907,13.3434,53960,3,low,False
A51_10.00kV_0.10nA_14.4nm_50.00ns_086.tif,train,,,False,,0.9885917217486984,0.5479308524949669,0.6529567182446625,0.9929709673328034,0.5958511687314147,0.4243504359812699,0.617451311881769,0.6288494929892575,211795.0,174741.0,112568.0,24685152.0,matched_unique_sample,A51,,Asbyg,Personal,Outdoor,1.9,146.3000000000001,8192.0,5632.0,50.0,30.0,2.6823802636135863,4.3,3.269673719962186,1.287959429891437,15.0,94.0,515.6579206714612,4.0,3.0,0.0058178103733839,0.000933273747397,,9,324363,1.6485622866756424,1.6965506935522623,1.3006850438050428,0.4592656889899661,0.563735988456971,0.178807736143335,0.3835042863779045,0.4018724019812273,0.1593826124353383,127.27411264540036,109.77748956960912,97.8516,145728,4,medium,True
A32 - Site 2.tif,train,,,False,,0.9983224435286088,0.4967581603555273,0.814347644416482,0.998628333531622,0.617088012665086,0.4462236341260663,0.6832937814852778,0.7220259237476736,62366.0,63180.0,14218.0,45997580.0,ambiguous_site_not_found,A32,2.0,,,,,,,,,,,,1.3660040768710051,0.1659913496537642,,,,,,,,,30,76584,3.631852622591438,3.6739290408998713,3.3240641985972728,1.2234300183686386,1.1720585727176491,1.1749318051355706,0.5136491898328651,0.4560713115866044,0.5467005237599829,35463.74155176016,22928.64132840881,10668.7896,164889,1,high,False
a_E200175-12116-L_8.tif,train,,,False,,0.9983156097773136,0.1943971026842519,0.909090909090343,0.9983545791618098,0.3203018735465402,0.1906901415808747,0.4322954295120296,0.5238833390744829,14600.0,60504.0,1460.0,36710636.0,no_sample_prefix_match,,,,,,,,,,,,,,0.5730688935281838,0.0436564892136395,,,,,,,,,2,16060,4.8997902893829615,4.8997902893829615,3.3542203647785644,2.253352418120913,2.253352418120913,1.425662418348982,0.841097142736592,0.841097142736592,0.7392375327916376,134.2701120797011,77.20056032645107,40.0302,16419,1,low,False
b_E200175-12116-L_5.tif,train,,,False,,0.9980914285403616,0.3386276938320199,0.9080184919493842,0.9981836790326916,0.4932918600203161,0.3273970896758861,0.6035592618689563,0.6795054816145938,34176.0,66749.0,3462.0,36682813.0,no_sample_prefix_match,,,,,,,,,,,,,,1.9111239779053584,0.102312760960334,,,,,,,,,4,37638,4.489527170524647,4.218951761906888,3.05404392014065,1.5195776995767911,1.4959579363595474,1.051123749336973,0.5192559770309828,0.5043945781345462,0.5247956281792016,149.42154205855783,97.99447171273572,48.9258,38710,3,high,False
A75 - Site 16.tif,train,,,False,,0.9993898001584138,0.5023462676440265,0.9385254559534756,0.999427291131512,0.6544160068740374,0.4863434837343344,0.7445747661330369,0.7996592088605216,26656.0,26407.0,1746.0,46082535.0,matched_unique_sample,A75,16.0,Asbyg,FF,Indoor,1.9,227.9999999999999,8192.0,5632.0,50.0,19.0,4.18033287835883,5.5,0.1682498238303444,0.0615596771240234,16.0,117.0,857.1975824148957,5.0,5.0,0.0058329609212312,0.0014582402303078,,8,28402,3.753814811304796,3.866989663614216,4.0993713502339375,1.5617019853822116,1.6757228232270442,1.8244543092585264,0.7143333451052059,0.7892172319055644,0.801987183003157,42173.354341243576,23403.8037223718,10287.7614,63884,3,medium,True
A75 - Site 3.tif,train,,,False,,0.9989174062555484,0.3403402756458386,0.6978300480368733,0.9991145192875578,0.457535079716706,0.2966259223792744,0.5306221156363913,0.5766819433721232,21064.0,40827.0,9121.0,46066332.0,matched_unique_sample,A75,3.0,Asbyg,FF,Indoor,1.9,227.9999999999999,8192.0,5632.0,50.0,19.0,4.18033287835883,5.5,0.3674810582941228,0.0654242255470969,16.0,117.0,857.1975824148957,5.0,5.0,0.0058329609212312,0.0014582402303078,,7,30185,3.4416872762717885,3.1442289910529704,3.46809335227347,1.4678129179544417,1.3034562268376113,1.229233281000904,0.8025084407109766,0.6771926876973929,0.5490442644330984,44929.00649329137,29004.33998232354,12954.9588,65624,3,medium,True
A36 - Site 1.tif,train,,,False,,0.9975408857518976,0.3453133332924457,0.8943290785545034,0.997681986048812,0.4982465140344992,0.3317764990664688,0.6055153362032639,0.6785598130503228,56332.0,106801.0,6656.0,45967555.0,ambiguous_site_not_found,A36,1.0,,,,,,,,,,,,1.6679135235873137,0.136522813276811,,,,,,,,,25,62988,3.655635097787677,3.618862061576548,3.3515687095061217,1.1773827658802392,1.1096748114719288,1.078691370329235,0.4690110638666677,0.4532245684563274,0.4745928659394742,40865.35016193561,27712.97156377821,12192.9024,163559,2,high,False
b_E200175-12116-L_12.tif,train,,,False,,0.9988987473903964,0.2719658958010578,0.882698665360057,0.9989503646718572,0.4158158851011686,0.2624795193882646,0.5273977613576241,0.6091254752851196,14418.0,38596.0,1916.0,36732270.0,no_sample_prefix_match,,,,,,,,,,,,,,0.8712758785664579,0.0444013135003479,,,,,,,,,7,16334,3.961552216253101,3.207365923965279,2.915909483080869,1.6029254241630455,1.438716066764278,1.1079834902138563,0.6999125897970997,0.8302734037864433,0.6128478125942077,116.72443981878293,72.37163909774436,40.0302,33250,2,medium,False
A51_15.00kV_0.20nA_22.5nm_500.00ns_070.tif,train,,,False,,0.9923898486419448,0.4472605331040258,0.8077682808656044,0.993577617439896,0.5757363781660924,0.4042344193448989,0.6504762485956318,0.6956281253276371,130041.0,160709.0,30947.0,24862559.0,matched_unique_sample,A51,,Asbyg,Personal,Outdoor,1.9,146.3000000000001,8192.0,5632.0,50.0,30.0,2.6823802636135863,4.3,9.412027101376353,0.6392406430430186,15.0,94.0,515.6579206714612,4.0,3.0,0.0058178103733839,0.000933273747397,,24,160988,3.4034718144802807,2.981145430386783,2.6206796830379795,1.139564830218479,0.9877655795248326,0.9347018878917166,0.5429180287714478,0.5374461420532589,0.5543975077938998,217.58350311824483,139.97931804555532,83.0256,181801,2,medium,False
A41 - Site 12.tif,train,,,False,,0.9880752563476528,0.9573620423797324,0.8291406575742608,0.9977517358651992,0.88864997895143,0.7996130491030897,0.8638497889040981,0.8519616377592034,137212.0,6111.0,28275.0,2711986.0,ambiguous_site_not_found,A41,12.0,,,,,,,,,,,,3.579781272194602,5.738934603604403,,,,,,,,,3,165487,4.325436179694017,4.545174048467971,4.734541536935049,0.8528920547197912,1.1934495369128182,1.822927349261784,0.2787355860460174,0.3114830940747898,0.6260882217168238,168.46635083118312,103.60222070058136,35.5824,74481,4,very low,True
a_E200175-12116-L_26.tif,train,,,False,,0.9969061521398744,0.4526797113293882,0.8818485488619955,0.9972074974142912,0.5982562654429722,0.4267943210261825,0.6865739600481665,0.7412905381645137,84743.0,102460.0,11354.0,36588643.0,no_sample_prefix_match,,,,,,,,,,,,,,1.518321590118302,0.2612240127000696,,,,,,,,,8,96097,5.348780131428975,4.86855016208777,3.8371864013832,1.99842451633004,1.7558240451282958,1.5278018312590902,0.603950938370028,0.6378234885586314,0.6615623274033122,142.22531400564014,85.59733911474395,37.065,74261,2,medium,False
a_E200175-12116-L_23.tif,train,,,False,,0.9963058618215028,0.2957137919114945,0.9087619711528974,0.9964494738482372,0.4462247505103709,0.2871874491867102,0.5602952929750685,0.642405924702201,54752.0,130400.0,5497.0,36596551.0,no_sample_prefix_match,,,,,,,,,,,,,,1.1673462508698678,0.1637770746346555,,,,,,,,,16,60249,4.662777271809474,3.773007972648216,2.666455181992249,2.3729843708930813,1.755020979283913,1.3151847017831326,1.0617038453498917,0.8877342124884149,0.973294925629146,106.73873425285068,54.09162759037967,40.0302,79332,2,medium,False
A125 - Site 10.tif,train,,,False,,0.9954872131347624,0.7941428101347386,0.9088877730351724,0.9967001365096948,0.8476497102381494,0.7355833705854563,0.8711272604764908,0.8833605817329551,36201.0,9384.0,3629.0,2834370.0,matched_unique_sample,A125,10.0,Asbyg,NF,Indoor,1.9,408.4999999999999,8192.0,5632.0,50.0,11.0,7.489763073726238,20.7,10.84688360040838,1.3812672008167617,3.0,206.0,287.96481284250405,63.0,39.0,0.1354332135757509,0.0606627935808051,,2,39830,4.87286049802835,4.87286049802835,5.108546383798239,0.5373282393327016,0.5373282393327016,1.4282942019073035,0.1584770223251481,0.1584770223251481,0.3880968289937397,90.8871704745167,65.47610265526053,17.7912,45005,4,medium,True
A112_003.tif,train,,,False,,0.9992026198994028,0.4559661277905379,0.9532009398432671,0.9992336184174496,0.616857080369446,0.4459821697487431,0.7182301683346426,0.7825298848994967,29615.0,35335.0,1454.0,46070940.0,matched_unique_sample,A112,,Asbyg,NF,Indoor,1.9,493.9999999999999,8192.0,5632.0,50.0,9.0,9.0573879031108,5.6,0.2235694365067915,0.0673402439464222,3.0,289.0,348.2365178560515,123.0,62.0,0.1780399148880433,0.0964382872310234,,24,31069,3.3259101647010234,3.17416307216268,3.378828138930748,1.1606797801248714,1.0255764712123845,1.2261683273085968,0.5378766102874172,0.51054463572683,0.5696061776951783,145.27406739837136,92.55446968614564,42.9954,104985,2,medium,False
SEMS R15B Sample 2_20.00kV_0.10nA_33.7nm_500.00ns_017.tif,train,,,False,,0.999299804369608,0.5021988559334384,0.8554691900411988,0.9994013457096306,0.6328728878886946,0.462921759273229,0.7063956057241362,0.7499580284220909,15188.0,15055.0,2566.0,25133015.0,no_sample_prefix_match,,,,,,,,,,,,,,1.65482759475708,0.0705480575561523,,,,,,,,,4,17754,3.085848929168746,3.062927284488082,3.024496560852878,0.6339346480329643,0.6572444213287548,0.5777774033766526,0.2593094107326177,0.26596331386771,0.2361437362129705,107.6188464571364,87.06013977344924,35.5824,64533,4,low,True
A112 - Site 46.tif,train,,,False,,0.9966274608265236,0.3305380333949309,0.8635129895291518,0.996865995512822,0.4780765308858057,0.3141265251425952,0.5819863846015576,0.6529451432255394,4454.0,9021.0,704.0,2869405.0,matched_unique_sample,A112,46.0,Asbyg,NF,Indoor,1.9,493.9999999999999,8192.0,5632.0,50.0,9.0,9.0573879031108,5.6,5.934108387340198,0.1788746226917613,3.0,289.0,348.2365178560515,123.0,62.0,0.1780399148880433,0.0964382872310234,,3,5158,5.051285184106628,5.384115409650535,4.611698165454837,0.3956096675594718,0.5252418045908224,0.4341475772898308,0.0985204167806145,0.1080994994370266,0.1039239545000269,109.39685924777044,99.09818407399052,23.7216,17732,3,medium,False
A44_15.00kV_0.20nA_45.0nm_750.00ns_061.tif,train,,,False,,0.9982839278635028,0.3383896526037214,0.828483793417546,0.9984467488840476,0.4805154217851671,0.3162358003986463,0.5775443097956643,0.6424035173424111,19988.0,39080.0,4138.0,25121050.0,ambiguous_no_site_in_filename,A44,,,,,,,,,,,,,0.0534143236155159,0.0957979461454013,,,,,,,,,2,24126,4.58620415201621,4.58620415201621,4.704295519067379,1.8460106040868605,1.8460106040868605,1.8995335085033944,0.6734800724966012,0.6734800724966012,0.6772530079818577,181.33930199784464,108.11684410646389,38.5476,26300,4,low,True
A44_15.00kV_50pA_37.5nm_50.00ns_064.tif,train,,,False,,0.9991663839503532,0.5218809395310506,0.972964696617974,0.9991901880487792,0.6793634308753316,0.514421186538565,0.7726217936244989,0.829559950168901,22241.0,20376.0,618.0,25141021.0,ambiguous_no_site_in_filename,A44,,,,,,,,,,,,,0.1330910867488005,0.0907670252398959,,,,,,,,,2,22859,1.5282710085334017,1.5282710085334017,1.4417251206369084,0.4759239486444786,0.4759239486444786,0.5046041983474708,0.4675917729639807,0.4675917729639807,0.5384622051502626,198.78765475305133,129.21191959229898,137.8818,28256,3,low,False
A52_20.00kV_0.40nA_16.9nm_200.00ns_035.tif,train,,,False,,0.9995057626479016,0.0,0.0,0.9995057626479016,0.0,0.0,0.0,0.0,0.0,12447.0,0.0,25171809.0,matched_unique_sample,A52,,Asbyg,Personal,Outdoor,1.9,152.0000000000001,8192.0,5632.0,50.0,28.0,2.786888585572557,0.9,8.006994528645198,0.0,35.0,33.0,1250.079807688391,6.0,6.0,0.0047996935580417,0.0007999489263402,,1,5060,4.358556216940469,4.358556216940469,4.358556216940469,0.9528812920642258,0.9528812920642258,0.9528812920642258,0.2797922036089997,0.2797922036089997,0.2797922036089997,213.24584980237157,166.62537027356683,48.9258,5739,0,very low,False
A74 - Site 7.tif,train,,,False,,0.9986236312172628,0.5317662849119611,0.8518324681385558,0.9988489068891858,0.6547791199590828,0.4867446897933718,0.7215447397995364,0.7603077490234306,60222.0,53027.0,10475.0,46013620.0,matched_unique_sample,A74,7.0,Asbyg,NF,Indoor,1.9,237.4999999999999,8192.0,5632.0,50.0,18.0,4.354513414957115,6.5,0.8603204380382191,0.1532316207885742,15.0,147.0,837.1070140770465,5.0,0.0,0.0011945903966681,0.0003110912491323,,9,70697,3.847574551824176,3.642140664813236,3.857143962922596,1.411848833309345,1.4061402605571405,1.4452488759808289,0.5902185949367645,0.7084390838865146,0.599217140001266,48285.01294255768,30192.90610061461,12518.3331,105432,2,medium,False
a_E200175-12116-L_19.tif,train,,,False,,0.9998496487908836,0.2920818744946242,0.8878428162059442,0.999857087543082,0.4395582125844162,0.2816883116879458,0.5508011884492984,0.6305965809974238,2169.0,5257.0,274.0,36779500.0,no_sample_prefix_match,,,,,,,,,,,,,,0.3797108776965901,0.0066408968336812,,,,,,,,,1,2443,6.401833620992786,6.401833620992786,6.401833620992786,3.705958058547348,3.705958058547348,3.705958058547348,1.3746769730983228,1.3746769730983228,1.3746769730983228,170.8444535407286,71.94429198682766,26.6868,3644,1,low,False
A61 - Site 4.tif,train,,,False,,0.999738888307051,0.1961353962568771,0.9511795543874472,0.9997421007349584,0.3252114490559988,0.194180602006559,0.4414067845569337,0.5374134547741355,2903.0,11898.0,149.0,46122394.0,matched_unique_sample,A61,4.0,Asbyg,Personal,Indoor,1.9,254.5999999999998,8192.0,5632.0,50.0,17.0,4.668038380834025,23.7,1.1721589348532937,0.0066150318492542,5.0,72.0,299.1262396968645,5.0,5.0,0.0167153506996478,0.004666368736985,,4,3052,3.329753060665151,3.4633415433195216,3.091111060737357,1.0607630765800644,1.044830996784459,0.9359115004424742,0.4685417553796327,0.4854399327091641,0.4342574663080856,25927.6507208388,18077.4033462588,8387.8095,13926,1,high,False
A75 - Site 12.tif,train,,,False,,0.9992329857566138,0.6819837097051498,0.9151221627872032,0.9993592756682736,0.7815366760089895,0.6414117360948615,0.8300006031694159,0.8565586636932238,63299.0,29517.0,5871.0,46038657.0,matched_unique_sample,A75,12.0,Asbyg,FF,Indoor,1.9,227.9999999999999,8192.0,5632.0,50.0,19.0,4.18033287835883,5.5,0.2193515950983221,0.1499219374223188,16.0,117.0,857.1975824148957,5.0,5.0,0.0058329609212312,0.0014582402303078,,11,69170,3.945727805982023,3.739693332996828,4.026727795159957,1.7349503974871292,1.6739929685335846,1.877098429629397,0.7777590848153043,0.6689692826509388,0.8732195697212028,47563.20215411305,25391.151642294288,11811.8742,105584,3,medium,False
A41 - Site 5.tif,train,,,False,,0.9958027926358276,0.9753018721004936,0.9590255423089472,0.998330693847988,0.96709522890332,0.936286922052372,0.963851112429735,0.9622372023068744,177858.0,4504.0,7599.0,2693623.0,ambiguous_site_not_found,A41,5.0,,,,,,,,,,,,2.7370799671519888,6.431475552645597,,,,,,,,,4,185457,3.3929753165238927,3.592497332869557,3.263026662467458,0.4953930771853189,0.7436887962618055,1.16923728904228,0.2433673148866109,0.2590479134503676,0.5584311888019811,130.61960993653514,83.81480739702249,40.0302,59916,5,very low,True
A51_15.00kV_0.10nA_22.5nm_500.00ns_069.tif,train,,,False,,0.9928039168598028,0.4132003506005269,0.7489209520285558,0.9941462253082805,0.532568156611887,0.362925309963463,0.6021491453693988,0.6442343332888125,103241.0,146616.0,34612.0,24899787.0,matched_unique_sample,A51,,Asbyg,Personal,Outdoor,1.9,146.3000000000001,8192.0,5632.0,50.0,30.0,2.6823802636135863,4.3,9.98125177888916,0.5473776950170773,15.0,94.0,515.6579206714612,4.0,3.0,0.0058178103733839,0.000933273747397,,21,137853,2.7651772342867704,2.78736909084446,2.6040779496068223,0.9415651534606015,0.8874575096484397,0.898112380713227,0.5221451506018638,0.5159326389089206,0.5264539900590965,208.4835223027428,136.58028584890843,80.0604,159175,3,medium,False
A52_20.00kV_0.40nA_28.1nm_25.00ns_038.tif,train,,,False,,0.9986017851788034,0.7382427391419583,0.9591397384163312,0.9987471613755856,0.8343174942243871,0.7157330491712709,0.8801336580144796,0.9049819942675442,88660.0,31436.0,3777.0,25060383.0,matched_unique_sample,A52,,Asbyg,Personal,Outdoor,1.9,152.0000000000001,8192.0,5632.0,50.0,28.0,2.786888585572557,0.9,4.173929140491584,0.3670428064263641,35.0,33.0,1250.079807688391,6.0,6.0,0.0047996935580417,0.0007999489263402,,2,92437,2.401234746828032,2.401234746828032,2.4445321715173622,0.3965906657856665,0.3965906657856665,0.4184450781384783,0.197588071556164,0.197588071556164,0.2065286726720945,202.9587502839772,168.2170966002987,83.0256,113157,4,low,True
A51 - Site 11.tif,train,,,False,,0.9676229303533348,0.974363350062418,0.8187050140891404,0.9959084736068652,0.8897777420977093,0.801441095028035,0.8599175671586486,0.845726638248055,376836.0,9915.0,83447.0,2413386.0,matched_unique_sample,A51,11.0,Asbyg,Personal,Outdoor,1.9,146.3000000000001,8192.0,5632.0,50.0,30.0,2.6823802636135863,4.3,8.356857299804688,15.962184559215196,15.0,94.0,515.6579206714612,4.0,3.0,0.0058178103733839,0.000933273747397,,1,460283,6.883976318446196,6.883976318446196,6.883976318446196,2.2350846534983853,2.2350846534983853,2.2350846534983853,0.4807779604739757,0.4807779604739757,0.4807779604739757,91.85564967639472,62.032021088553535,13.3434,97873,4,low,True
A51_10.00kV_0.10nA_42.2nm_50.00ns_085.tif,train,,,False,,0.9897385096466612,0.4989408217788431,0.7561500149455648,0.9921524969956856,0.6011901271300127,0.4297868772519669,0.6548720110758327,0.6854760096593352,194785.0,195612.0,62816.0,24731043.0,matched_unique_sample,A51,,Asbyg,Personal,Outdoor,1.9,146.3000000000001,8192.0,5632.0,50.0,30.0,2.6823802636135863,4.3,2.0729578034784906,1.0228652377104173,15.0,94.0,515.6579206714612,4.0,3.0,0.0058178103733839,0.000933273747397,,16,257601,2.965316943420869,1.8274107272052156,1.521407625591202,0.5588204400035002,0.5297260383328526,0.1399585674597123,0.28622718523027,0.2888505565223641,0.1013128689959559,178.19547672563382,161.80277352708845,117.1254,262049,4,medium,True
b_E200175-12116-L_4.tif,train,,,False,,0.9962589161447458,0.31174548995381,0.9063222939241286,0.9964198354010412,0.4639181682909737,0.3020139674296023,0.5764766472212898,0.65606587430645,59549.0,131469.0,6155.0,36590027.0,no_sample_prefix_match,,,,,,,,,,,,,,1.834504936499652,0.1786056019485038,,,,,,,,,10,65704,6.1298202810995,5.810357038102863,4.487971266805556,3.1630762390442837,3.30282251122725,2.3456574179407803,1.129228318062088,1.264737920170255,1.0949177305286937,106.4618592475344,50.8191122186538,23.7216,75041,3,high,False
A112_010.tif,train,,,False,,0.9992811679840088,0.6576057557069326,0.861048642714065,0.9994505746212998,0.7457003304783314,0.5945152889681512,0.7879211139070219,0.8108766125481659,48626.0,25318.0,7847.0,46055553.0,matched_unique_sample,A112,,Asbyg,NF,Indoor,1.9,493.9999999999999,8192.0,5632.0,50.0,9.0,9.0573879031108,5.6,0.2518025311556729,0.122401931069114,3.0,289.0,348.2365178560515,123.0,62.0,0.1780399148880433,0.0964382872310234,,47,56473,3.4465723034715183,3.4109981036306567,3.638615266450581,1.3179701945333826,1.1760253496133248,1.5147939033494109,0.620311398225973,0.5443865614441182,0.71323979015679,41592.45076408195,24277.074933140804,11430.846,196682,1,medium,False
A32 - Site 5.tif,train,,,False,,0.9978683211586692,0.3692195841992517,0.8014442159627626,0.9981357628825124,0.505540361179237,0.3382763562474962,0.5931381570564302,0.6494008054703619,50277.0,85894.0,12456.0,45988717.0,ambiguous_site_not_found,A32,5.0,,,,,,,,,,,,2.024409987709739,0.1359701156616211,,,,,,,,,33,62733,3.3940434570788267,3.223505583740692,3.11078081388053,1.093988682114224,1.1390088541725152,0.9655201516012064,0.469523136009477,0.4110006749599175,0.4500712517494049,35558.85642325411,24522.14426039441,11430.846,186302,1,very high,False
A113 - Site 15.tif,train,,,False,,0.9981380809437111,0.8265611990001444,0.7513055324296137,0.9992743098365996,0.7871387225941453,0.6489932008363958,0.7724029536023121,0.7652400481020065,9927.0,2083.0,3286.0,2868288.0,matched_unique_sample,A113,15.0,Asbyg,Personal,Indoor,1.9,113.9999999999999,8192.0,5632.0,50.0,38.0,2.090166439179414,14.6,5.4099343039772725,0.4582144997336648,5.0,110.0,133.93712225232738,32.0,12.0,0.0895942797501122,0.011199284968764,,3,13213,4.541629192844513,4.71695247397353,4.779246620643349,0.4612750852142748,0.5984549458611609,0.5896187909872548,0.1343878206502591,0.1585918175945697,0.1407329755560154,141.71422084310905,124.23084444685878,29.652,36817,4,very low,True
A44_10.00kV_0.10nA_33.7nm_250.00ns_050.tif,train,,,False,,0.9990273685273844,0.4037693389590988,0.8131195830732378,0.9991577727037688,0.5395936319379472,0.369481839944305,0.6234878660067399,0.6760422750135947,14354.0,21196.0,3299.0,25145407.0,ambiguous_no_site_in_filename,A44,,,,,,,,,,,,,0.0172449009412864,0.0700953802248516,,,,,,,,,1,17653,2.699801014976109,2.699801014976109,2.699801014976109,0.8740566341243056,0.8740566341243056,0.8740566341243056,0.4787398735683038,0.4787398735683038,0.4787398735683038,192.1307992975698,129.92873373269987,71.1648,19364,4,low,False
A52 - Site 6.tif,train,,,False,,0.9928307966752452,0.9808717731695336,0.7477932066899716,0.999597305295325,0.8486193185562085,0.7370449515377221,0.8051931449152,0.7851051549073432,57945.0,1130.0,19543.0,2804966.0,matched_unique_sample,A52,6.0,Asbyg,Personal,Outdoor,1.9,152.0000000000001,8192.0,5632.0,50.0,28.0,2.786888585572557,0.9,1.111880215731534,2.6872114701704546,35.0,33.0,1250.079807688391,6.0,6.0,0.0047996935580417,0.0007999489263402,,1,77488,3.5457678390175564,3.5457678390175564,3.5457678390175564,0.7327165936622916,0.7327165936622916,0.7327165936622916,0.2604704037304097,0.2604704037304097,0.2604704037304097,131.4238849886434,104.2657444372234,37.065,32313,1,very low,False
b_E200175-12116-L_27.tif,train,,,False,,0.9987915090031312,0.2301701455884529,0.9584398509963052,0.9988065321696658,0.3711970127720441,0.2278955869326963,0.4917056061631855,0.5869880294164487,13122.0,43888.0,569.0,36729621.0,no_sample_prefix_match,,,,,,,,,,,,,,0.771366127348643,0.0372167493041057,,,,,,,,,3,13691,4.473136257945257,4.256339970910843,4.042899119528977,2.1689241944120323,1.7849184950951291,1.6647756278415802,0.9394465870665772,0.7222234298520762,0.7000375016180239,155.8440581403842,91.67095313195034,38.5476,24729,4,low,False
A44_15.00kV_0.40nA_45.0nm_250.00ns_059.tif,train,,,False,,0.9983155746193172,0.7213992602542443,0.8659149392027493,0.998793323059576,0.7870784458397561,0.6489112532794286,0.816825313812895,0.8325581790457568,78406.0,30280.0,12141.0,25063429.0,ambiguous_no_site_in_filename,A44,,,,,,,,,,,,,0.0236536667988127,0.3595381177827925,,,,,,,,,5,90547,3.890815801649657,3.918165007155268,4.4511849907791685,1.6941485752078258,1.747350411322804,2.137779862834342,0.7790426875396971,0.8922386857147517,0.9240836534804832,184.7811523297293,96.03592441848204,41.5128,94838,4,low,False
A52_10.00kV_0.10nA_28.1nm_500.00ns_044.tif,train,,,False,,0.9933223359864192,0.8787251201904168,0.9530140074814032,0.9948887451908214,0.9143631160313228,0.8422365981973249,0.9294410582950854,0.9371680573463274,897804.0,123908.0,44264.0,24118280.0,matched_unique_sample,A52,,Asbyg,Personal,Outdoor,1.9,152.0000000000001,8192.0,5632.0,50.0,28.0,2.786888585572557,0.9,1.5889292103765145,3.7407021275514354,35.0,33.0,1250.079807688391,6.0,6.0,0.0047996935580417,0.0007999489263402,,2,942068,2.420084237235879,2.420084237235879,1.4177507559748246,0.6679463679726276,0.6679463679726276,0.5871939320202072,0.5246780145659847,0.5246780145659847,0.7069882698311215,178.66636803288085,104.6676015198904,126.021,154748,4,low,True
a_E200175-12116-L_3.tif,train,,,False,,0.9971876359168405,0.3226963549495942,0.7769714562166,0.9975222283305304,0.4560029024675993,0.2953392225907537,0.5462688259414645,0.6062749923100414,43362.0,91012.0,12447.0,36640379.0,no_sample_prefix_match,,,,,,,,,,,,,,2.439166340466249,0.1517076591858037,,,,,,,,,1,55809,3.983653173755961,3.983653173755961,3.983653173755961,2.3266894145087296,2.3266894145087296,2.3266894145087296,1.4041884750015272,1.4041884750015272,1.4041884750015272,200.8095826837965,83.52489197820778,50.4084,21292,1,low,False
A94 - Site 5.tif,train,,,False,,0.9875228188254584,0.7048851854206627,0.7178648355384525,0.9934234330331588,0.7113158042541012,0.5519706120415228,0.7139210251238621,0.715230804977516,44326.0,18558.0,17421.0,2803279.0,matched_unique_sample,A94,5.0,Asbyg,Personal,Indoor,1.9,75.99999999999987,8192.0,5632.0,50.0,56.0,1.393444292786275,12.2,20.21820761940696,2.141328291459517,10.0,154.0,178.5828296697697,19.0,18.0,0.1007935647188763,0.008399463726573,,1,61747,3.1391235004755,3.1391235004755,3.1391235004755,0.7742505309071136,0.7742505309071136,0.7742505309071136,0.3273962453054791,0.3273962453054791,0.3273962453054791,223.39509611803004,168.29571192838898,71.1648,44239,5,medium,True
