image,object_id,area_px,mu_F,mu_B,sigma_B_mad,n_bg_px,snr,cnr,weber_contrast
A112_010.tif,43,1226,38036.628874388254,19049.22429906542,10478.2755,3852,3.63004664979003,1.8120734251838209,0.9967547379997207
A112_010.tif,44,344,39086.41279069767,25599.821326676178,12954.958799999999,2804,3.0171005090859495,1.0410370015233923,0.5268236559902308
A112_010.tif,45,735,32413.819047619047,20988.060261080755,9144.6768,6588,3.5445560030709453,1.2494436967445146,0.5443932714315778
A112_010.tif,46,639,31699.884194053207,20404.419291819293,11811.8742,4095,2.683730257982799,0.9562804946080742,0.5535793369408484
A112_010.tif,47,1046,52082.79445506692,29885.20793269231,12954.958799999999,3328,4.020297961505421,1.7134432355244138,0.7427616556110553
A113 - Site 15.tif,1,4593,143.29261920313522,117.56180941787171,42.9954,13485,3.33274301831842,0.5984549458611609,0.21887048107276927
A113 - Site 15.tif,2,3533,132.25247664874044,128.9386045201718,23.7216,14203,5.575192086241591,0.1396985079915209,0.02570116328343849
A113 - Site 15.tif,3,5087,146.8604285433458,126.7576952568737,31.1346,9129,4.71695247397353,0.6456718017901425,0.15859181759456972
A124 - Site 12.tif,1,6505,84.72298232129131,75.68186793141189,13.343399999999999,10964,6.349429849798178,0.6775720118638207,0.11946209357409736
A124 - Site 12.tif,2,27483,110.03231088309137,86.31032899770467,20.7564,19605,5.301126921338965,1.1428755407468512,0.2748452260362616
A124 - Site 22.tif,1,27735,109.60713899405084,101.70889073801446,20.7564,15623,5.280643027752617,0.38052110444157805,0.07765543599924248
A124 - Site 22.tif,2,3899,99.38599640933573,68.14902912621359,13.343399999999999,10300,7.448326238803639,2.3410050856387494,0.45836261615241686
A125 - Site 10.tif,1,39829,90.88807150568681,65.5030181534692,17.7912,44895,5.108597028564731,1.4268319921056078,0.38754020904604314
A125 - Site 10.tif,2,1,55.0,59.177083333333336,11.8608,864,4.63712396749197,-0.35217551344020476,-0.07058616439574679
A125 - Site 19.tif,1,11719,131.66925505589214,83.59645434399681,20.7564,17599,6.343549699969968,2.316047131907983,0.5750578907130041
A125 - Site 19.tif,2,6449,138.69142502713598,83.20842815002106,23.7216,11865,5.846630285000576,2.3389230428691863,0.6667953968606835
A125 - Site 19.tif,3,11480,132.90766550522648,97.91295483061481,22.238999999999997,6376,5.976332813771445,1.5735739313312618,0.3574063384316912
A125 - Site 29.tif,1,32837,106.56701282090324,84.77788654747798,26.686799999999998,19409,3.9932480769882774,0.8164757957214994,0.25701426584457976
A125 - Site 37.tif,1,12276,83.52818507657217,64.77458168828727,29.651999999999997,10638,2.816949448549935,0.6324566094010635,0.2895210265600337
A125 - Site 37.tif,2,2621,86.67264402899657,77.64255635372801,25.2042,8074,3.4388174984569395,0.35827709951856396,0.11630332768753496
A125 - Site 37.tif,3,4832,97.67570364238411,74.92283031829632,16.3086,8734,5.989214499251436,1.3951457090207824,0.30368411369924775
A125 - Site 4.tif,1,5736,105.10634588563458,74.43686262747451,10.3782,6668,10.127608427700226,2.9551832908026667,0.4120200955745255
A125 - Site 4.tif,2,3173,112.81720768988339,83.41893252769385,23.7216,5958,4.755885254043763,1.2393040583180095,0.35241730225816026
A125 - Site 4.tif,3,8288,77.62270752895753,71.52708524289642,22.238999999999997,21820,3.490386595352924,0.2740960602239379,0.08522117551007405
A125 - Site 4.tif,4,15597,89.71597102006797,68.49943511628813,19.273799999999998,25669,4.654814876854581,1.1007967236752418,0.30973300531112763
A126 - Site 19.tif,1,80516,98.65549704406578,90.78385761415453,14.825999999999999,47589,6.654222108291081,0.5309348053825649,0.0867074790157064
A126 - Site 4.tif,1,10050,117.04457711442787,89.94416863973116,19.273799999999998,13093,6.072729666889797,1.4060750065184842,0.3013025622620807
A126 - Site 4.tif,2,10972,97.32746992344148,69.474393042638,23.7216,16558,4.102904942432738,1.174165185698344,0.40091141004571734
A126 - Site 4.tif,3,37094,121.62104383458241,80.86666666666666,17.7912,14490,6.836022514851285,2.2907042327110427,0.5039700391122348
A126 - Site 47.tif,1,15187,103.94798182656218,82.51131386861314,23.7216,10960,4.381997073668817,0.9036771528443389,0.2598027706780392
A126 - Site 47.tif,2,3424,83.37908878504673,69.38893860748165,14.825999999999999,5587,5.623842488116034,0.9436227012092849,0.20161931362991692
A126 - Site 48.tif,1,867,93.17647058823529,84.87959274015051,35.5824,4518,2.618611183114382,0.23317364331110435,0.09774879425384689
A126 - Site 48.tif,2,694,119.94092219020173,88.73710010319917,19.273799999999998,3876,6.223003358339907,1.6189761267011593,0.35164347321691625
A126 - Site 48.tif,3,423,89.20803782505911,68.65578635014836,14.825999999999999,3033,6.016999714345684,1.3862303696916527,0.2993520657836412
A126 - Site 48.tif,4,963,113.42471443406023,78.36549935149156,20.7564,3855,5.464565838941945,1.6890797568787397,0.44738073984374566
A126 - Site 48.tif,5,1105,101.68506787330317,93.95381582652774,23.7216,3551,4.286602414273791,0.3259161289085164,0.08228779191073192
A126 - Site 48.tif,6,802,109.45885286783043,87.33452722063038,28.1694,4188,3.8857360408447845,0.7854028001784215,0.25332850991194816
A126 - Site 48.tif,7,4438,131.77647589004056,89.98814862267777,26.686799999999998,9366,4.937889737273172,1.5658800325143514,0.46437589729663603
A13 - Site 8.tif,1,458,30470.211790393012,17672.07768924303,9906.733199999999,3012,3.075707316955125,1.2918621954144343,0.7242008736150446
A13 - Site 8.tif,2,2376,36551.00294612795,21236.771345348625,8382.6204,5493,4.360331400200866,1.826902671241209,0.7211186367143471
A13 - Site 8.tif,3,1198,28703.553422370616,21576.677254098362,8382.6204,3904,3.424174309782222,0.8501966960431313,0.3303046193970966
A13 - Site 8.tif,4,844,39074.65758293839,16510.962335867313,7239.5358,2894,5.397398212035144,3.1167323251637087,1.3665887419560967
A13 - Site 8.tif,5,263,31437.0608365019,18787.03109729009,5715.423,2251,5.5003909310731505,2.2133146994001454,0.6733384148722551
A13 - Site 8.tif,6,1613,43383.44823310601,27033.07839177529,11049.817799999999,5447,3.926168649863779,1.4796958770954511,0.6048282627811716
A13 - Site 8.tif,7,799,30328.894868585732,26091.442759666414,9525.705,3957,3.183900285443848,0.44484393637162495,0.16240773451854418
A13 - Site 8.tif,8,1904,47917.13707983193,33763.507638315445,17527.297199999997,4844,2.7338577381916362,0.8075192244419986,0.4191990237842025
A13 - Site 8.tif,9,700,44186.74428571429,26478.474685816876,10287.7614,2785,4.295078644190887,1.721294741524643,0.668779822478827
A13 - Site 8.tif,10,660,41750.42878787879,19735.226287744226,7239.5358,2815,5.767003567800731,3.0409688008040727,1.1155282528376715
A13 - Site 8.tif,11,1103,32847.76881233001,19699.762862891635,8001.592199999999,3479,4.105154073246692,1.6431737110299054,0.6674195035209559
A13 - Site 8.tif,12,3259,29363.294875728752,19740.18032128514,8382.6204,7470,3.5028777965054605,1.1479840545364706,0.48748868540286183
A13 - Site 8.tif,13,6322,34594.46061372983,22566.425870646766,9490.122599999999,16080,3.6453122969869094,1.2674266972136263,0.5330057498703495
A13 - Site 8.tif,14,938,41713.810234541575,21096.686416640405,6498.2357999999995,3173,6.419251550471189,3.1727263294861423,0.9772683449297164
A13 - Site 8.tif,15,10561,29118.742638007763,16853.771685921285,7298.8398,10214,3.989502912225566,1.6804000756489648,0.7277285571825257
A13 - Site 8.tif,16,12992,39144.984067118225,22230.269280405857,9109.0944,22471,4.297351893408334,1.856904105274592,0.760886634945699
A13 - Site 8.tif,17,1179,28679.809160305344,20679.488607594936,8062.3787999999995,4345,3.5572391066852096,0.9923027373385737,0.38687226287444404
A13 - Site 8.tif,18,468,30950.970085470086,17067.66618392469,8370.7596,2762,3.6975103293413314,1.6585476784602449,0.8134271992390707
A13 - Site 8.tif,19,1925,37668.72363636363,17256.367788977055,7239.5358,4663,5.203195988935037,2.8195669461788397,1.1828883167646473
A13 - Site 8.tif,20,2622,28656.689931350113,19761.59497734139,7620.563999999999,5296,3.7604421314895475,1.1672489009995917,0.4501202946524976
A13 - Site 8.tif,21,856,33445.727803738315,21263.969951923078,7239.5358,3328,4.619871871300384,1.6826711253777364,0.5728825745781215
A13 - Site 8.tif,22,14745,37229.62387249915,20174.10475208387,7620.563999999999,11637,4.885415813376844,2.2380914484010503,0.845416405337396
A13 - Site 8.tif,23,595,28585.749579831932,20822.786896551723,7559.036099999999,2900,3.781665969262155,1.0269778554530173,0.372810936491985
A13 - Site 8.tif,24,20860,35070.9730105465,20722.513462708022,8430.0636,18087,4.160226384354312,1.7020582795865804,0.6924092279468348
A13 - Site 8.tif,25,1588,47580.20277078086,19520.00269080235,7267.705199999999,4088,6.546798674596129,3.8609436276996902,1.4375100518395854
A13 - Site 8.tif,26,7981,31905.054504448064,17428.082393162393,7175.784,8775,4.446211661945734,2.0174760153406925,0.8306692488989583
A13 - Site 8.tif,27,1058,41815.08223062382,16634.260195290062,7983.8009999999995,3482,5.237490542483642,3.1539891882703763,1.5137927229519041
A13 - Site 8.tif,28,3333,31581.019501950195,21127.37231362087,7730.2764,6747,4.085367439372458,1.352299277205121,0.49479163963920336
A13 - Site 8.tif,29,3293,26267.186152444578,19701.194944404448,7633.907399999999,12501,3.4408573193342864,0.8601088360112319,0.33327883037377265
A13 - Site 8.tif,30,3380,23880.69852071006,18694.810674846627,7620.563999999999,8150,3.133717992615602,0.6805123408000546,0.27739718449452566
A13 - Site 8.tif,31,1746,40699.46792668958,18312.771671648654,8001.592199999999,4349,5.086421165857305,2.7977802036715826,1.2224635711309164
A13 - Site 8.tif,32,6188,44885.62007110537,29254.845179005173,16003.184399999998,9469,2.8047930305094355,0.9767290372590113,0.5342969616298747
A139 - Site 18.tif,1,327572,101.78089397140171,82.73771823950479,19.273799999999998,83681,5.280790187643008,0.9880343119684017,0.230163172671382
A139 - Site 18.tif,2,1,87.0,71.97021764032073,8.8956,873,9.7801160014163,1.6895748845253298,0.20883335983092302
A139 - Site 20.tif,1,31218,147.0002882952143,114.66513486052096,35.5824,43304,4.131264002818855,0.9087400913262152,0.28199638426454515
A139 - Site 20.tif,2,2484,149.55072463768116,131.9704332552693,20.0151,6832,7.471894947462776,0.8783514133643263,0.13321386425302015
A139 - Site 20.tif,3,39616,113.35402362681745,101.59623893805309,22.238999999999997,19888,5.0970827634267115,0.5287011413947277,0.11573051139005454
A139 - Site 20.tif,4,32520,107.84870848708488,96.59618889152999,22.238999999999997,25242,4.849530484220945,0.5059813656412192,0.11649030591699315
A139 - Site 5.tif,1,206691,141.74029831971396,118.94798305851391,47.4432,121595,2.987578795061003,0.4804126883598897,0.19161581956435272
A139 - Site 5.tif,2,46095,196.9577828397874,149.4955789922233,84.5082,18774,2.330635166959905,0.5616283844875151,0.31748232398804405
A139 - Site 5.tif,3,1,69.0,72.04772727272727,13.343399999999999,880,5.1710958187785,-0.22840709792430722,-0.04230150467852349
A139 - Site 5.tif,4,4,79.75,74.63920750782064,13.343399999999999,959,5.976737558660658,0.3830202563326554,0.06847329523105024
A139 - Site 5.tif,5,1,76.0,100.67232375979113,19.273799999999998,766,3.9431767456634517,-1.2800964909353716,-0.24507553651199798
A140 - Site 11.tif,1,121532,90.51399631372807,73.72200666035258,17.7912,65462,5.087571173549415,0.9438368206718561,0.22777445177883937
A140 - Site 11.tif,2,5350,95.92168224299066,77.99463171036204,16.3086,8010,5.881662569697831,1.0992390837739734,0.22984980039271605
A140 - Site 11.tif,3,15340,145.329074315515,109.16418950301905,57.8214,12918,2.5134132741576796,0.6254584774191105,0.3312889050322027
A30_Site1.tif,1,4001,37595.16245938515,25697.378573284823,12192.902399999999,15392,3.0833645038735256,0.9757958766315206,0.4629960154171025
A30_Site1.tif,2,670,25301.458208955224,20428.061267605633,6096.4511999999995,4260,4.1501944949405525,0.7993825885691658,0.23856384986838322
A30_Site1.tif,3,4817,44733.04546398173,32690.71567919075,13717.0152,8304,3.261135517583236,0.877911820406979,0.3683715554888519
A30_Site1.tif,4,1063,25529.553151458138,22438.38167285184,9906.733199999999,3503,2.576990076954164,0.3120273268894713,0.13776267485212287
A30_Site1.tif,5,3510,35390.65726495726,23145.252307362094,8763.648599999999,9318,4.038347368802177,1.3972952952017264,0.5290676807050763
A30_Site1.tif,6,3862,32851.94665976178,24116.828440772977,8763.648599999999,6779,3.74866087849806,0.996744463142764,0.36220012264204704
A30_Site1.tif,7,1344,23771.926339285714,15661.459687906372,6477.479399999999,7690,3.669934687750457,1.2521022685717567,0.5178614773460093
A30_Site1.tif,8,1069,23326.65668849392,15684.452936839518,7620.563999999999,4069,3.061014471955529,1.0028396522415368,0.4872470708684765
A30_Site1.tif,9,864,24672.89236111111,12263.523173605656,7239.5358,3819,3.4080765732351277,1.714111170979818,1.0118926683486502
A30_Site1.tif,10,1273,29932.121759622936,21124.53138412017,8001.592199999999,3728,3.7407707130570254,1.1007297242031102,0.41693660395796883
A30_Site1.tif,11,2986,21643.34192900201,13746.76688786796,4953.366599999999,5877,4.369420573263913,1.594183447095983,0.5744314358089051
A30_Site1.tif,12,1390,22997.61726618705,14842.278993178075,5715.423,4251,4.0237821883256615,1.4269002089599856,0.5494667144278788
A30_Site1.tif,13,495,39589.42222222222,26657.927993527508,11811.8742,3708,3.351663042786953,1.0947876695709955,0.48508999768585187
A30_Site1.tif,14,4728,22748.576776649745,18861.591537622684,9144.6768,22925,2.48763048428621,0.4250544140633609,0.2060793879069929
A30_Site1.tif,15,16765,41387.255472711004,24697.881625441696,11430.846,10188,3.6206642511564584,1.4600296292378279,0.6757411060740752
A30_Site1.tif,16,4186,25584.45437171524,18021.77215836526,8001.592199999999,11745,3.197420429859356,0.9451471687523053,0.41964142853927794
A30_Site1.tif,17,3862,25058.23200414293,19374.89700996678,8382.6204,5117,2.9893077353369164,0.6779902611562098,0.2933349783098002
A30_Site1.tif,18,857,28946.836639439905,25286.944201312912,10668.7896,3656,2.7132259351532033,0.34304664121631595,0.14473446886221714
A30_Site1.tif,19,4922,30939.938642828118,16915.996299181923,7620.563999999999,10268,4.0600588936445545,1.840276171636088,0.8290343705215942
A30_Site1.tif,20,652,32509.317484662577,25362.35731559855,11811.8742,3308,2.752257341568627,0.6050657201426998,0.28179400203724875
A30_Site1.tif,21,1581,30627.865275142314,20895.078477078478,9525.705,3861,3.215285931604029,1.0217392621389827,0.4657932636499006
A30_Site1.tif,22,34996,31467.974168476398,21610.93650221444,13335.987,19418,2.35962843758417,0.7391307194776483,0.4561133972721339
A30_Site1.tif,23,6368,25542.240420854272,14448.612960997612,5334.3948,15076,4.788217103992076,2.079641248119817,0.7677987838552369
A30_Site1.tif,24,4077,31357.214863870493,19670.03826648225,9906.733199999999,15183,3.1652426920953967,1.179720535663204,0.5941613554101343
A30_Site1.tif,25,8048,33709.215954274354,23391.667010110115,11049.817799999999,15529,3.050658080013215,0.9337302325613823,0.44107796762413204
A30_Site1.tif,26,2136,31462.40683520599,20062.936572438164,11430.846,5660,2.752412799120771,0.997255169281246,0.5681855306477109
A30_Site1.tif,27,4455,38421.70190796858,29541.358145210495,10668.7896,6556,3.6013178015932157,0.8323665660019913,0.3006071595998993
A30_Site1.tif,28,5070,15529.237672583826,11363.043376043259,4572.3384,8507,3.3963447833497766,0.9111736560293646,0.3666442306574752
A30_Site2.tif,1,3363,31544.896818316978,21215.71462136273,9906.733199999999,5533,3.1841875804513577,1.042642613706789,0.4868646840935831
A30_Site2.tif,2,2821,48734.25132931585,29437.06857261239,11430.846,4827,4.263398468431227,1.688167503672657,0.6555402318371669
A30_Site2.tif,3,4240,38375.79764150943,27343.87266659714,10287.7614,9589,3.730237915653072,1.072334840007231,0.40345144630463
A30_Site2.tif,4,1229,31487.832384052075,26822.82846985632,14479.0716,6751,2.1747134936490213,0.32218943610946266,0.17391916439523078
A30_Site2.tif,5,1234,36193.055915721234,31942.92345276873,8001.592199999999,5526,4.523231753259808,0.5311608435815054,0.133053960112182
A30_Site2.tif,6,18121,38938.52795099608,31273.784694817154,18289.3536,30408,2.1290270177167328,0.4190822389794431,0.24508524730768247
A30_Site2.tif,7,928,24747.050646551725,19422.987193889014,7620.563999999999,4451,3.2474040827580812,0.6986442804831408,0.27411146388105845
A30_Site2.tif,8,644,33581.99844720497,23292.191040843216,8382.6204,3036,4.006145673394075,1.2275168044528746,0.4417706942345612
A30_Site2.tif,9,1703,20402.44979448033,15148.249685798073,6477.479399999999,4774,3.1497513978120617,0.8111488719939651,0.34685196096317017
A30_Site2.tif,10,1071,20572.95798319328,16461.12483631602,7620.563999999999,4582,2.6996634347754687,0.5395707124658836,0.2497905330140844
A30_Site2.tif,11,7106,24864.261750633268,19582.175018619004,8763.648599999999,28197,2.8372043295534346,0.6027268975627614,0.2697395323547709
A30_Site2.tif,12,2972,56568.53633916555,32377.07644157815,14098.043399999999,5272,4.012509731607538,1.7159444903943366,0.7471786386035035
A30_Site2.tif,13,5490,30604.908196721313,21205.13546701502,8001.592199999999,7655,3.824852283359688,1.174737789023358,0.443278126863343
A30_Site2.tif,14,3725,31948.032214765102,16365.963529003126,7239.5358,5758,4.412994575525267,2.152357432328804,0.9521021269623703
A30_Site2.tif,15,15198,24971.258389261744,18766.719514438108,9144.6768,10874,2.730687911160998,0.6784864036766014,0.3306139290911707
A30_Site2.tif,16,12387,49594.25704367482,39291.3400859423,18670.3818,9774,2.6563065273602633,0.5518321514842832,0.26221851774956617
A30_Site2.tif,17,1425,48793.20842105263,30682.27923480407,14479.0716,3241,3.3699127795610133,1.2508349766179794,0.5902732664559921
A30_Site2.tif,18,743,32424.890982503366,31602.699636657246,14098.043399999999,2477,2.2999568140413276,0.058319535733982575,0.0260164908472619
A30_Site2.tif,19,2159,30290.169986104676,22466.519873624133,11049.817799999999,9812,2.741237053345555,0.7080343091696465,0.3482359598409403
A30_Site2.tif,20,6120,36074.06535947712,23363.653760238274,10668.7896,8058,3.3812706700527024,1.1913639762121593,0.5440249941070766
A30_Site3.tif,1,4803,27043.859046429316,21371.02258678079,11430.846,21030,2.365866799920641,0.49627441920253,0.2654452512326129
A30_Site3.tif,2,3964,27673.272452068617,18756.490521698262,8763.648599999999,6383,3.1577341487696167,1.0174736958713955,0.47539713892907143
A30_Site3.tif,3,1886,32479.56733828208,21652.746808128035,11811.8742,5561,2.7497386772248706,0.9166047950413218,0.5000206498551425
A30_Site3.tif,4,589,19132.319185059423,14490.55088572421,5334.3948,2879,3.5865960249180575,0.8701583728535639,0.3203306993597451
A30_Site3.tif,5,6151,27177.948463664445,15375.717976031958,6477.479399999999,11265,4.19575992223495,1.8220406054265905,0.7675889025814868
A30_Site3.tif,6,1704,29886.656690140844,18782.05604423222,8001.592199999999,3979,3.7350887102323833,1.3877988740659324,0.5912345602500116
A30_Site3.tif,7,4749,32102.866287639503,24992.393070673003,13717.0152,6523,2.3403682083560056,0.5183688370456363,0.28450549720696205
A30_Site3.tif,8,1291,26797.475600309837,16697.16617502458,6477.479399999999,4068,4.137022126271598,1.5592962634925038,0.6049115951416432
A30_Site3.tif,9,600,19930.35,18970.281167108755,8382.6204,3770,2.377579927152161,0.11453087305374086,0.05060909874943414
A30_Site3.tif,10,3594,38238.93989983306,26438.31487179487,9906.733199999999,8775,3.8598939860209884,1.1911721845932295,0.4463455816022131
A30_Site3.tif,11,939,33427.79020234292,19060.11986912552,9144.6768,3362,3.6554370300223584,1.5711512443175344,0.7538079734998567
A30_Site3.tif,12,26919,37550.3073293956,29203.351089960084,14860.0998,52112,2.52692161121087,0.5617025694154419,0.2858218638580242
A30_Site3.tif,13,8939,30443.67546705448,19742.553857463437,11430.846,25846,2.6632915417658367,0.9361618212319264,0.5420332995845009
A30_Site3.tif,14,3478,34361.59459459459,26619.891121985318,10668.7896,5722,3.2207584817833865,0.7256402799997123,0.2908240096524102
A30_Site3.tif,15,1344,47173.07663690476,29728.078856840435,13335.987,3779,3.5372767412617745,1.3081144860182639,0.5868188746426297
A30_Site3.tif,16,1753,42290.794067313174,31001.92197204969,14479.0716,5152,2.9208222209001278,0.7796682278479572,0.36413458834705525
A30_Site3.tif,17,2437,26644.583093967995,19822.547785547784,7620.563999999999,5577,3.4964056589424395,0.895213964269739,0.34415532161766693
A30_Site3.tif,18,15408,31272.319768951194,18832.600066850504,8763.648599999999,11967,3.5684132484403257,1.4194681085326146,0.6605418082440306
A30_Site3.tif,19,3781,39231.481618619415,28586.837663412214,12954.958799999999,12086,3.0282984472778973,0.8216655968986165,0.3723617169739403
A30_Site3.tif,20,4739,33351.48491242878,27807.613731993464,13335.987,20201,2.500863634045517,0.4157076023267838,0.19936522543302365
A30_Site3.tif,21,1665,38785.23603603603,29263.55293978469,11811.8742,8453,3.283580182051312,0.8061111162395617,0.3253768643828299
A30_Site3.tif,22,273,40203.08424908425,29713.735294117647,17717.811299999998,2176,2.2690773464249254,0.5920228394666717,0.35301347511969056
A30_Site3.tif,23,9748,20397.51631103816,14127.989939846504,5334.3948,9642,3.8237732818350687,1.1753022800599433,0.4437663388692458
A30_Site3.tif,24,931,25337.549946294308,17145.331857375902,8382.6204,4291,3.0226288126161696,0.9772860630678961,0.47781041259865403
A30_Site3.tif,25,5665,37957.10803177405,25753.78378725591,11049.817799999999,7784,3.4350890411731223,1.1043914447627448,0.4738458762145908
A30_Site3.tif,26,442,23341.06561085973,21064.59535538353,8763.648599999999,2842,2.663395884087947,0.25976284072750244,0.1080709226580663
A30_Site3.tif,27,571,22437.31523642732,16615.97839297772,7239.5358,2962,3.0992754033202417,0.8041036061236909,0.35034571577839335
A30_Site3.tif,28,603,21074.0,16850.864864864863,6096.4511999999995,3108,3.4567651423118804,0.6927202394613131,0.2506183017310962
A30_Site3.tif,29,3070,36040.35732899023,32232.351880877744,13717.0152,8932,2.6274197996779907,0.27761181223373627,0.11814233916856837
A30_Site3.tif,30,15317,43335.51550564732,31609.638951410037,14098.043399999999,22659,3.073867364149027,0.8317378675560729,0.3709588892254813
A30_Site3.tif,31,3422,42228.73495032145,34768.27502500227,20194.494599999998,10999,2.0911013514693524,0.3694303855128656,0.21457664839432294
A30_Site3.tif,32,3559,37947.75779713403,25322.50152175701,11430.846,12157,3.3197680904021305,1.1044901029517826,0.49857855727738637
A30_Site3.tif,33,1588,26154.443324937027,18807.5913427973,9144.6768,4297,2.8600730126305205,0.8034020384549505,0.3906322637613789
A30_Site3.tif,34,1355,34638.85830258302,20095.433654360622,9525.705,3738,3.6363563959356977,1.5267557255034805,0.7237178803085597
A30_Site3.tif,35,53454,44755.88603285068,28450.539134693183,14098.043399999999,46966,3.174616843130085,1.1565680737048893,0.5731120532007312
A30_Site4.tif,1,1982,43505.87285570131,34502.25,14479.0716,6328,3.0047418824609764,0.6218370282591248,0.2609575565564188
A30_Site4.tif,2,2647,45472.300340007554,29071.698990283865,12192.902399999999,5249,3.729407391957001,1.3450941221107648,0.5641432017853287
A30_Site4.tif,3,1828,56787.299234135666,38950.17117272258,16003.184399999998,5807,3.548499961926339,1.114598670837158,0.4579473600336867
A30_Site4.tif,4,48292,28949.231011347634,24504.725857114216,12954.958799999999,44889,2.2346061811732887,0.34307366181897764,0.181373388143466
A30_Site4.tif,5,2881,47918.32349878515,29887.984510638296,14479.0716,5875,3.309488675969532,1.2452689983337328,0.6032637959151483
A30_Site4.tif,6,3459,32069.20150332466,23698.195610687024,9906.733199999999,6288,3.2371116548583636,0.8449814609551802,0.35323389299981495
A30_Site4.tif,7,685,35335.06131386862,25455.56936327284,8001.592199999999,3251,4.416003769077917,1.2346907594945205,0.38810728644891257
A30_Site4.tif,8,8496,25108.016713747646,17573.681359453843,8382.6204,13476,2.99524677435205,0.8988043111536833,0.42872834667827775
A30_Site4.tif,9,7636,47172.82792037716,30679.36149642707,14860.0998,9516,3.174462389569242,1.109916262065682,0.5376078777214952
A30_Site4.tif,10,2686,42415.33358153388,30443.490176220377,12573.9306,4937,3.373275623256593,0.9521162304891345,0.39324805848512273
A30_Site4.tif,11,1450,39192.14551724138,34714.131093544136,12954.958799999999,6072,3.025262073177039,0.3456602597372818,0.12899687483546832
A30_Site4.tif,12,469,31718.402985074626,19618.630798792205,8382.6204,3643,3.7838290977647975,1.443435537921768,0.6167490642120224
A30_Site4.tif,13,600,35345.638333333336,25819.826671035386,8001.592199999999,3052,4.4173256334269535,1.1904895206089166,0.36893398951358153
A30_Site4.tif,14,1045,28106.700478468898,17799.604172238567,8001.592199999999,3739,3.5126384569353304,1.2881306680709685,0.5790632312093864
A30_Site4.tif,15,1098,32523.60746812386,18071.878028169012,7239.5358,3550,4.49249901742028,1.9962232164022018,0.7996805543630076
A30_Site4.tif,16,799,31769.252816020024,17853.542046936116,7620.563999999999,3068,4.168884719815796,1.826073604140802,0.7794369729262892
A30_Site4.tif,17,1929,24887.83203732504,17393.54685026907,6858.5076,6318,3.628753292813841,1.0926991153359722,0.43086584073769435
A30_Site4.tif,18,2333,38886.3141877411,21339.666082767682,7239.5358,4567,5.371382262891412,2.423725579884443,0.8222550454589614
A30_Site4.tif,19,797,41789.425345043914,27583.631827731093,8763.648599999999,3808,4.76849623397682,1.6209907728724553,0.5150080890735328
A30_Site4.tif,20,2205,20822.01179138322,15512.303463048911,6096.4511999999995,5602,3.41543155325332,0.8709506816565018,0.34229012738042913
A30_Site4.tif,21,578,28998.759515570935,25109.177593569453,9144.6768,3981,3.1711081922041493,0.4253383697494075,0.1549067828886625
A30_Site4.tif,22,1610,31111.845341614906,23517.301767933346,9525.705,4921,3.2660937265622065,0.797268398892637,0.3229343080520297
A30_Site4.tif,23,1977,48975.33434496712,23966.157770800626,10287.7614,3822,4.760543371944796,2.430963899895869,1.0435204847322754
A30_Site4.tif,24,660,34749.51515151515,26216.835656213705,11240.3319,3444,3.0915025873465742,0.7591127709755489,0.32546565143058537
A30_Site4.tif,25,4721,25254.700275365387,19184.620139242656,8382.6204,11778,3.0127453075812975,0.7241268059943988,0.3164034571475854
A30_Site4.tif,26,8575,24535.81247813411,16302.3285077951,7239.5358,9878,3.389141673710657,1.1372944616597707,0.5050495680047821
A30_Site4.tif,27,820,42469.876829268294,29904.972598522167,10287.7614,3248,4.12819418899305,1.221344833165932,0.420161034735837
A30_Site4.tif,28,3752,29986.9408315565,22304.61715727502,12192.902399999999,5945,2.45937676262642,0.6300652151759355,0.34442750665067207
A30_Site4.tif,29,1014,36847.31163708087,26598.423399162177,11430.846,3342,3.2234982115102095,0.8965992751463652,0.3853193884505828
A30_Site4.tif,30,6097,35873.144989339016,25997.45495529341,12192.902399999999,13309,2.9421333668109733,0.8099539970103842,0.37987141629919396
A30_Site4.tif,31,2526,25679.75336500396,18518.444826795137,9144.6768,4359,2.808164129428377,0.7831122624476996,0.3867121999274446
A30_Site4.tif,32,3819,47681.13799423933,28203.69908530894,10668.7896,5357,4.4692172010023175,1.8256465484062159,0.6905987349393156
A30_Site5.tif,1,6467,44883.00139168084,37485.65694607268,15050.613899999998,20472,2.982137585208469,0.491497854821938,0.1973379966702489
A30_Site5.tif,2,2089,37548.57348013404,24006.911864956986,8763.648599999999,6161,4.284582277761706,1.545208192756793,0.5640734506522783
A30_Site5.tif,3,742,36021.56334231806,24003.967217217218,10668.7896,3996,3.376349585362926,1.1264254499019812,0.5006504140063993
A30_Site5.tif,4,8778,29240.147186147187,21569.87401205626,8001.592199999999,14930,3.654291102977061,0.958593362716153,0.3556012042444081
A30_Site5.tif,5,2504,52140.20926517572,29963.977466504264,12954.958799999999,4926,4.024729840525272,1.7117948533077805,0.7400963981986078
A30_Site5.tif,6,6344,34425.968316519546,24541.159380692166,9906.733199999999,13176,3.4750071109702234,0.9977869330141446,0.40278492073199507
A30_Site5.tif,7,180,37417.77222222222,25438.258302583024,8382.6204,2168,4.46373215494496,1.4290893954383173,0.47092508367281094
A30_Site5.tif,8,1202,33073.034941763726,25792.66753039665,11049.817799999999,5017,2.9930841883866894,0.6588676431714997,0.28226500429954915
